时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
116,Off,0.0,0.0,0.0,''
117,Off,0.0,0.0,0.0,''
118,Off,0.0,0.0,0.0,''
119,Off,0.0,0.0,0.0,''
120,Off,0.0,0.0,0.0,''
121,Off,0.0,0.0,0.0,''
122,Off,0.0,0.0,0.0,''
123,Off,0.0,0.0,0.0,''
124,Off,0.0,0.0,0.0,''
125,Off,0.0,0.0,0.0,''
126,Off,0.0,0.0,0.0,''
127,Off,0.0,0.0,0.0,''
128,Off,0.0,0.0,0.0,''
129,Off,0.0,0.0,0.0,''
130,Off,0.0,0.0,0.0,''
131,Off,0.0,0.0,0.0,''
132,Off,0.0,0.0,0.0,''
133,Off,0.0,0.0,0.0,''
134,Off,0.0,0.0,0.0,''
135,Off,0.0,0.0,0.0,''
136,Off,0.0,0.0,0.0,''
137,Off,0.0,0.0,0.0,''
138,Off,0.0,0.0,0.0,''
139,Off,0.0,0.0,0.0,''
140,Off,0.0,0.0,0.0,''
141,Off,0.0,0.0,0.0,''
142,Off,0.0,0.0,0.0,''
143,Off,0.0,0.0,0.0,''
144,Off,0.0,0.0,0.0,''
145,Off,0.0,0.0,0.0,''
146,Off,0.0,0.0,0.0,''
147,Off,0.0,0.0,0.0,''
148,Off,0.0,0.0,0.0,''
149,Off,0.0,0.0,0.0,''
150,Off,0.0,0.0,0.0,''
151,Off,0.0,0.0,0.0,''
152,Off,0.0,0.0,0.0,''
153,Off,0.0,0.0,0.0,''
154,Off,0.0,0.0,0.0,''
155,Off,0.0,0.0,0.0,''
156,Off,0.0,0.0,0.0,''
157,Off,0.0,0.0,0.0,''
158,Off,0.0,0.0,0.0,''
159,Off,0.0,0.0,0.0,''
160,Off,0.0,0.0,0.0,''
161,Off,0.0,0.0,0.0,''
162,Off,0.0,0.0,0.0,''
163,Off,0.0,0.0,0.0,''
164,Off,0.0,0.0,0.0,''
165,Off,0.0,0.0,0.0,''
166,Off,0.0,0.0,0.0,''
167,Off,0.0,0.0,0.0,''
168,Off,0.0,0.0,0.0,''
169,Off,0.0,0.0,0.0,''
170,Off,0.0,0.0,0.0,''
171,Off,0.0,0.0,0.0,''
172,Off,0.0,0.0,0.0,''
173,Off,0.0,0.0,0.0,''
174,Off,0.0,0.0,0.0,''
175,Off,0.0,0.0,0.0,''
176,Off,0.0,0.0,0.0,''
177,Off,0.0,0.0,0.0,''
178,Off,0.0,0.0,0.0,''
179,Off,0.0,0.0,0.0,''
180,On,3.153805,0.6019843,225.91872,'Carrier1'
181,On,3.1624835,0.01978234,223.37065,'Carrier1'
182,On,3.1696563,0.0,220.8226,'Carrier1'
183,On,3.1772442,0.0,218.27457,'Carrier1'
184,On,3.1859818,0.0,215.72655,'Carrier1'
185,On,3.1947565,0.01978234,213.17856,'Carrier1'
186,On,3.2041187,0.027976455,210.6306,'Carrier1'
187,On,3.214428,0.0,208.08266,'Carrier1'
188,On,3.2248867,0.027976455,205.53474,'Carrier1'
189,On,3.2353115,0.01978234,202.98683,'Carrier1'
190,On,3.2469692,0.027976455,200.43898,'Carrier1'
191,On,3.2593062,0.01978234,197.89114,'Carrier1'
192,On,3.2723746,0.03426402,195.34335,'Carrier1'
193,On,3.286225,0.03426402,192.79558,'Carrier1'
194,On,3.3008482,0.052339155,190.24785,'Carrier1'
195,On,3.3168237,0.052339155,187.70016,'Carrier1'
196,On,3.332899,0.059347026,185.1525,'Carrier1'
197,On,3.3505921,0.071326256,182.60492,'Carrier1'
198,On,3.3697617,0.07661668,180.05734,'Carrier1'
199,On,3.3893428,0.086229235,177.50983,'Carrier1'
