时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
48,86578.56,283713.97,399079.25,134.76173,0.0,2552.00,1,0
49,88383.06,281909.47,399079.25,135.23999,0.0,2552.00,1,0
50,90187.34,280104.94,399079.25,135.24294,0.0,2552.00,1,0
51,91991.62,278300.44,399087.50,135.24294,-0.191624,2552.00,0,1
52,93796.12,276495.94,399095.72,135.23999,-0.19162403,2552.00,1,0
53,95600.63,274691.44,399095.72,135.23999,-1.8928898E-8,2552.00,0,1
54,97405.13,272886.94,399103.97,135.23999,-0.19162405,2552.00,0,1
55,99209.63,271082.44,399103.97,135.23999,-2.8392911E-8,2552.00,0,1
56,101014.28,269278.06,399078.38,134.74474,0.57249427,2552.00,8,5
57,102818.99,267473.63,399079.16,135.24765,6.0154666E-4,2552.00,11,7
58,104623.34,265669.13,399079.16,135.2431,0.0012365297,2552.00,4,0
59,106427.84,263864.63,399079.16,135.23875,0.001236423,2552.00,6,0
60,108232.39,262060.13,399079.16,134.76123,0.0012363696,2552.00,5,0
61,110036.90,260255.61,399079.16,134.76097,0.001236363,2552.00,6,0
62,111841.46,258451.11,399079.16,134.7615,0.0012363762,2552.00,6,0
63,113645.97,256646.61,399079.16,134.76097,0.001236363,2552.00,4,0
64,115450.55,254842.11,399079.16,134.75987,0.0012363363,2552.00,6,0
65,117255.05,253037.56,399079.16,135.2431,0.0012365297,2552.00,9,0
66,119059.53,251233.06,399079.16,134.75505,0.0012362896,2552.00,4,0
67,120864.16,249428.58,399079.16,135.23767,0.0012363964,2552.00,5,0
68,122668.69,247624.06,399079.16,134.76123,0.0012363696,2552.00,6,0
69,124473.22,245819.56,399079.16,134.75797,0.0012362894,2552.00,5,0
70,126277.77,244015.02,399079.16,135.24446,0.0012365631,2552.00,6,0
71,128082.38,242210.47,399079.16,134.7558,0.0012362362,2552.00,6,0
72,129887.04,240405.81,399079.16,135.24419,0.0012365563,2552.00,8,0
73,131691.63,238601.30,399079.16,134.7558,0.0012362362,2552.00,6,0
74,133496.19,236796.77,399079.16,135.24126,0.0012365564,2552.00,9,0
75,135300.69,234992.27,399079.16,134.7594,0.0012363964,2552.00,10,0
76,137105.25,233187.77,399079.16,134.7558,0.0012362362,2552.00,7,0
77,138909.89,231383.11,399079.16,135.24126,0.0012365564,2552.00,7,0
78,140714.47,229578.59,399079.16,134.7558,0.0012362362,2552.00,9,0
79,142519.03,227774.06,399079.16,135.24385,0.0012364764,2552.00,6,0
80,144323.56,225969.56,399079.16,134.75613,0.0012363163,2552.00,8,0
81,146128.09,224165.05,399079.16,134.75613,0.0012363163,2552.00,8,0
82,147932.63,222360.55,399079.16,134.75613,0.0012363163,2552.00,8,0
83,149737.17,220556.05,399079.16,134.75613,0.0012363163,2552.00,8,0
84,151541.70,218751.55,399079.16,134.75613,0.0012363163,2552.00,8,0
85,153346.23,216947.03,399079.16,134.75613,0.0012363163,2552.00,8,0
86,155150.77,215142.53,399079.16,134.75613,0.0012363163,2552.00,8,0
87,156955.31,213338.03,399079.16,134.75613,0.0012363163,2552.00,8,0
88,158759.84,211533.53,399079.16,134.75613,0.0012363163,2552.00,8,0
89,160564.38,209729.02,399079.16,134.75613,0.0012363163,2552.00,8,0
90,162368.91,207924.52,399079.16,134.75613,0.0012363163,2552.00,8,0
91,164173.45,206120.02,399079.16,134.75613,0.0012363163,2552.00,8,0
92,165977.98,204315.50,399079.16,134.75613,0.0012363163,2552.00,8,0
93,167782.52,202511.00,399079.16,134.75613,0.0012363163,2552.00,8,0
94,169587.05,200706.50,399079.16,134.75613,0.0012363163,2552.00,8,0
95,171391.59,198902.00,399079.16,134.75613,0.0012363163,2552.00,8,0
96,173196.13,197097.48,399079.16,134.75613,0.0012363163,2552.00,8,0
97,175000.66,195292.98,399079.16,134.75613,0.0012363163,2552.00,8,0
98,176805.19,193488.48,399079.16,134.75613,0.0012363163,2552.00,8,0
99,178609.72,191683.97,399079.16,134.75613,0.0012363163,2552.00,8,0
100,180414.27,189879.47,399079.16,134.75613,0.0012363163,2552.00,8,0
101,182217.59,188080.14,398946.91,134.6579,5.75051,2552.00,30,30
102,184005.86,186302.55,398560.13,134.56758,11.498224,2552.00,30,30
103,185760.83,184564.45,397922.66,134.47273,17.24824,2552.00,30,30
104,187464.70,182883.13,397041.09,134.38234,22.996164,2552.00,30,30
105,189100.03,181275.16,395924.19,134.29004,28.746485,2552.00,30,30
106,190649.98,179756.50,394583.16,134.20132,34.492916,2552.00,30,30
107,192098.72,178342.05,393031.47,134.1107,40.243446,2552.00,30,30
108,193431.20,177045.59,391284.78,134.02194,45.995567,2552.00,30,30
109,194633.61,175879.88,389360.56,133.92946,51.745934,2552.00,30,30
110,195693.33,174856.20,387278.19,133.83812,57.49913,2552.00,30,30
111,196599.05,173984.27,385058.56,133.74663,63.253025,2552.00,30,30
112,197341.23,173272.34,382724.09,133.65176,69.00234,2552.00,30,30
113,197919.00,172720.17,380301.25,133.56015,73.21993,2552.00,30,22
114,198452.55,172212.08,377857.69,133.46893,73.220085,2552.00,30,0
115,198986.98,171704.95,375414.16,133.37645,73.22009,2552.00,30,0
116,199522.34,171198.78,372970.63,133.28322,73.22015,2552.00,30,0
117,200058.58,170693.55,370527.06,133.19148,73.22007,2552.00,30,0
118,200595.72,170189.25,368083.53,133.0996,73.22005,2552.00,30,0
119,201133.75,169685.91,365639.97,133.00809,73.22007,2552.00,30,0
120,201672.64,169183.53,363196.44,132.91414,73.22016,2552.00,30,0
121,202212.45,168682.13,360752.91,132.81888,73.219955,2552.00,30,0
122,202753.17,168181.70,358309.34,132.72461,73.220146,2552.00,30,0
123,203294.77,167682.22,355865.81,132.63248,73.219986,2552.00,30,0
124,203837.25,167183.70,353422.28,132.53783,73.21993,2552.00,30,0
125,204380.61,166686.14,350978.72,132.4431,73.219955,2552.00,30,0
126,204924.88,166189.56,348535.19,132.34813,73.219986,2552.00,30,0
127,205470.02,165693.95,346091.66,132.25415,73.22003,2552.00,30,0
128,206016.03,165199.30,343648.09,132.16005,73.22018,2552.00,30,0
129,206562.92,164705.64,341204.56,132.06578,73.22,2552.00,30,0
130,207110.69,164212.94,338761.03,131.97192,73.22018,2552.00,30,0
131,207659.31,163721.19,336317.47,131.87904,73.22007,2552.00,30,0
132,208208.81,163230.41,333873.94,131.78606,73.22019,2552.00,30,0
133,208759.16,162740.56,331430.38,131.69409,73.22016,2552.00,30,0
134,209310.34,162251.67,328986.84,131.60138,73.22018,2552.00,30,0
135,209862.38,161763.75,326543.31,131.50621,73.2199,2552.00,30,0
136,210415.28,161276.81,324099.75,131.40974,73.22009,2552.00,30,0
137,210969.05,160790.84,321656.22,131.31549,73.21994,2552.00,30,0
138,211523.64,160305.84,319212.69,131.22394,73.21993,2552.00,30,0
139,212079.08,159821.80,316769.13,131.13176,73.22015,2552.00,30,0
140,212635.33,159338.70,314325.59,131.03935,73.220085,2552.00,30,0
141,213192.41,158856.55,311882.06,130.94629,73.22009,2552.00,30,0
142,213750.33,158375.38,309438.50,130.85135,73.219955,2552.00,30,0
143,214309.06,157895.17,306994.97,130.75679,73.22007,2552.00,30,0
144,214868.67,157415.95,304551.44,130.66104,73.220085,2552.00,30,0
145,215429.13,156937.72,302107.88,130.56447,73.21996,2552.00,30,0
146,215990.44,156460.47,299664.34,130.46722,73.22009,2552.00,30,0
147,216552.59,155984.25,297220.78,130.36868,73.219955,2552.00,30,0
148,217115.61,155509.05,294777.25,130.26991,73.220215,2552.00,30,0
149,217679.48,155034.84,292333.72,130.17049,73.219986,2552.00,30,0
150,218244.22,154561.69,289890.16,130.06912,73.22007,2552.00,30,0
151,218809.83,154089.59,287446.63,129.96767,73.22,2552.00,30,0
152,219376.31,153618.55,285003.09,129.86661,73.22,2552.00,30,0
153,219943.69,153148.52,282559.53,129.7666,73.22,2552.00,30,0
154,220511.89,152679.52,280116.00,129.66771,73.220215,2552.00,30,0
155,221080.81,152211.48,277672.47,129.59996,73.22002,2552.00,21,0
156,221650.23,151744.02,275228.91,129.57188,73.22011,2552.00,9,0
157,222206.83,151286.20,272780.88,129.66898,73.60307,2552.00,30,2
158,222762.38,150827.59,270332.75,129.76605,73.603096,2552.00,30,0
159,223317.11,150367.98,267884.66,129.86543,73.60329,2552.00,30,0
160,223871.00,149907.38,265436.53,129.96646,73.6033,2552.00,30,0
161,224424.05,149445.73,262988.41,130.06857,73.60332,2552.00,30,0
162,224976.23,148983.06,260540.28,130.1693,73.603096,2552.00,30,0
163,225527.58,148519.38,258092.16,130.26819,73.60329,2552.00,30,0
164,226078.05,148054.70,255644.05,130.36748,73.60321,2552.00,30,0
165,226627.69,147589.03,253195.92,130.46664,73.60334,2552.00,30,0
166,227176.50,147122.39,250747.80,130.56337,73.60321,2552.00,30,0
167,227724.48,146654.73,248299.69,130.65987,73.603325,2552.00,30,0
168,228271.66,146186.13,245851.56,130.7557,73.60332,2552.00,30,0
169,228818.00,145716.55,243403.44,130.85077,73.60337,2552.00,30,0
170,229363.48,145246.03,240955.33,130.9446,73.60312,2552.00,30,0
171,229908.17,144774.58,238507.20,131.03825,73.60312,2552.00,30,0
172,230452.08,144302.19,236059.08,131.1306,73.60335,2552.00,30,0
173,230995.17,143828.88,233610.97,131.22285,73.60312,2552.00,30,0
174,231537.44,143354.63,231162.84,131.31377,73.60312,2552.00,30,0
175,232078.89,142879.45,228714.72,131.4069,73.60315,2552.00,30,0
176,232619.52,142403.33,226266.59,131.50279,73.60312,2552.00,30,0
177,233159.30,141926.25,223818.48,131.59912,73.60335,2552.00,30,0
178,233698.25,141448.22,221370.36,131.6947,73.6031,2552.00,30,0
179,234236.33,140969.20,218922.23,131.78958,73.60324,2552.00,30,0
180,234773.53,140489.25,216474.13,131.88371,73.60315,2552.00,30,0
181,235309.89,140008.33,214026.00,131.97656,73.60321,2552.00,30,0
182,235845.41,139526.48,211577.88,132.06982,73.603195,2552.00,30,0
183,236380.11,139043.70,209129.77,132.16356,73.60321,2552.00,30,0
184,236913.95,138559.98,206681.64,132.25766,73.60328,2552.00,30,0
185,237446.94,138075.31,204233.52,132.35161,73.603386,2552.00,30,0
186,237979.08,137589.70,201785.41,132.44594,73.60332,2552.00,30,0
187,238510.33,137103.16,199337.28,132.54129,73.60334,2552.00,30,0
188,239040.69,136615.63,196889.16,132.63533,73.603195,2552.00,30,0
189,239570.19,136127.16,194441.05,132.73148,73.60316,2552.00,30,0
190,240098.81,135637.72,191992.92,132.8252,73.6033,2552.00,30,0
191,240631.77,135142.55,189546.78,132.92004,73.41165,2552.00,30,1
192,241164.59,134645.64,187100.95,133.01398,73.41173,2552.00,30,0
193,241696.55,134147.80,184655.13,133.1049,73.41171,2552.00,30,0
194,242227.64,133649.03,182209.30,133.19624,73.41175,2552.00,30,0
195,242757.86,133149.33,179763.45,133.28908,73.41181,2552.00,30,0
196,243287.19,132648.69,177317.63,133.3812,73.411766,2552.00,30,0
197,243815.61,132147.09,174871.80,133.47423,73.41173,2552.00,30,0
198,244343.13,131644.56,172425.97,133.56822,73.41178,2552.00,30,0
199,244869.75,131141.05,169980.14,133.66205,73.41186,2552.00,30,0
