时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
40,72252.47,298244.44,399030.94,134.76123,0.0,2552.00,4,0
41,74057.20,296439.94,399030.94,134.75832,0.0,2552.00,1,0
42,75861.94,294635.44,399030.94,134.75832,0.0,2552.00,0,0
43,77666.67,292830.94,399030.94,134.75832,0.0,2552.00,0,0
44,79471.41,291026.44,399030.94,134.75832,0.0,2552.00,0,0
45,81276.14,289221.94,399030.94,134.75832,0.0,2552.00,0,0
46,83080.88,287417.41,399030.94,134.75832,0.0,2552.00,0,0
47,84885.60,285612.91,399030.94,134.75832,0.0,2552.00,0,0
48,86690.34,283808.41,399030.94,134.75832,0.0,2552.00,0,0
49,88495.07,282003.91,399030.94,134.75832,0.0,2552.00,0,0
50,90299.80,280199.41,399030.94,134.75832,0.0,2552.00,0,0
51,92103.45,278393.91,399030.94,135.28094,0.0,2552.00,19,0
52,93907.79,276589.25,399030.94,134.74025,0.0,2552.00,25,0
53,95712.52,274785.00,399030.94,135.24263,0.0,2552.00,13,0
54,97516.93,272980.50,399030.94,135.2431,0.0,2552.00,4,0
55,99321.40,271176.00,399030.94,135.2431,0.0,2552.00,4,0
56,101125.95,269371.50,399030.94,134.7588,0.0,2552.00,6,0
57,102930.47,267567.00,399030.94,135.23924,0.0,2552.00,6,0
58,104735.02,265762.47,399030.94,134.7588,0.0,2552.00,4,0
59,106539.54,263957.97,399030.94,135.23924,0.0,2552.00,6,0
60,108344.09,262153.47,399030.94,134.7588,0.0,2552.00,4,0
61,110148.60,260348.97,399030.94,135.23924,0.0,2552.00,6,0
62,111953.16,258544.47,399030.94,134.7588,0.0,2552.00,4,0
63,113757.67,256739.95,399030.94,135.23924,0.0,2552.00,6,0
64,115562.18,254935.45,399030.94,134.76016,0.0,2552.00,5,0
65,117366.76,253130.95,399030.94,134.75987,0.0,2552.00,8,0
66,119171.30,251326.45,399030.94,135.24066,0.0,2552.00,4,0
67,120975.84,249521.94,399030.94,134.75906,0.0,2552.00,2,0
68,122780.36,247717.44,399030.94,134.76123,0.0,2552.00,5,0
69,124584.86,245912.94,399030.94,134.76123,0.0,2552.00,6,0
70,126389.41,244108.42,399030.94,134.75797,0.0,2552.00,7,0
71,128193.94,242303.92,399030.94,134.76021,0.0,2552.00,7,0
72,129998.45,240499.42,399030.94,134.7569,0.0,2552.00,9,0
73,131803.03,238694.98,399030.94,134.75656,0.0,2552.00,8,0
74,133607.53,236890.47,399030.94,135.23875,0.0,2552.00,10,0
75,135412.03,235085.97,399030.94,135.23875,0.0,2552.00,0,0
76,137216.53,233281.47,399030.94,134.76016,0.0,2552.00,5,0
77,139021.08,231476.97,399030.94,134.7569,0.0,2552.00,7,0
78,140825.58,229672.47,399030.94,134.7569,0.0,2552.00,8,0
79,142630.08,227867.97,399030.94,134.7569,0.0,2552.00,4,0
80,144434.64,226063.52,399030.94,134.75363,0.0,2552.00,7,0
81,146239.17,224259.02,399030.94,134.75981,0.0,2552.00,2,0
82,148043.67,222454.52,399030.94,134.76016,0.0,2552.00,12,0
83,149848.17,220650.02,399030.94,134.7569,0.0,2552.00,11,0
84,151652.72,218845.55,399030.94,134.75363,0.0,2552.00,7,0
85,153457.28,217041.06,399030.94,135.24529,0.0,2552.00,5,0
86,155261.78,215236.55,399030.94,134.7569,0.0,2552.00,6,0
87,157066.28,213432.03,399030.94,134.76016,0.0,2552.00,9,0
88,158870.78,211627.53,399030.94,134.75981,0.0,2552.00,6,0
89,160675.34,209823.08,399030.94,134.75037,0.0,2552.00,11,0
90,162479.89,208018.58,399030.94,135.25182,0.0,2552.00,8,0
91,164284.38,206214.05,399030.94,134.75981,0.0,2552.00,11,0
92,166088.98,204409.66,399030.94,134.75363,0.0,2552.00,8,0
93,167893.50,202605.11,399030.94,135.24529,0.0,2552.00,9,0
94,169698.00,200800.59,399030.94,135.23875,0.0,2552.00,8,0
95,171502.50,198996.09,399030.94,134.76016,0.0,2552.00,7,0
96,173307.05,197191.64,399030.94,134.75363,0.0,2552.00,12,0
97,175111.58,195387.09,399030.94,135.24236,0.0,2552.00,8,0
98,176916.08,193582.59,399030.94,134.7569,0.0,2552.00,7,0
99,178720.58,191778.09,399030.94,134.7569,0.0,2552.00,6,0
100,180525.11,189973.63,399030.94,134.75069,0.0,2552.00,12,0
101,182328.72,188174.52,398898.75,134.65259,5.7486677,2552.00,30,30
102,184117.16,186397.06,398512.03,134.56133,11.496417,2552.00,30,30
103,185872.33,184659.11,397874.72,134.47041,17.244127,2552.00,30,30
104,187576.28,182977.81,396993.28,134.3798,22.99392,2552.00,30,30
105,189211.63,181369.88,395876.41,134.29066,28.746513,2552.00,30,30
106,190761.55,179851.16,394535.38,134.20346,34.49295,2552.00,30,30
107,192210.23,178436.67,392983.66,134.11191,40.244633,2552.00,30,30
108,193542.70,177140.25,391236.97,134.02184,45.995636,2552.00,30,30
109,194745.13,175974.44,389312.75,133.93097,51.743874,2552.00,30,30
110,195804.86,174950.55,387230.44,133.84218,57.49492,2552.00,30,30
111,196710.67,174078.44,385010.91,133.75267,63.24757,2552.00,30,30
112,197452.91,173366.22,382676.50,133.66125,68.99681,2552.00,30,30
113,198024.27,172819.95,380251.16,133.57195,74.36366,2552.00,30,28
114,198522.19,172345.47,377793.88,133.49812,74.36348,2552.00,24,0
115,199020.69,171871.23,375336.59,133.47932,74.363495,2552.00,6,0
116,199519.20,171397.38,372879.34,133.46452,74.36357,2552.00,5,0
117,200017.70,170923.58,370422.06,133.4642,74.3636,2552.00,0,0
118,200516.20,170449.80,367964.78,133.4642,74.3636,2552.00,0,0
119,201014.88,169976.02,365507.50,133.44537,74.36361,2552.00,10,0
120,201513.75,169502.23,363050.22,133.4427,74.36372,2552.00,5,0
121,202012.70,169028.44,360592.97,133.44235,74.3636,2552.00,8,0
122,202511.64,168554.66,358135.69,133.44235,74.3636,2552.00,6,0
123,203010.56,168080.88,355678.41,133.44571,74.36376,2552.00,5,0
124,203509.50,167607.09,353221.13,133.44235,74.3636,2552.00,3,0
125,204008.38,167133.30,350763.84,133.44571,74.36376,2552.00,9,0
126,204507.25,166659.52,348306.59,133.44235,74.3636,2552.00,7,0
127,205006.17,166185.73,345849.31,133.44235,74.3636,2552.00,6,0
128,205504.98,165711.94,343392.03,133.44235,74.3636,2552.00,8,0
129,206003.86,165238.16,340934.75,133.44571,74.36376,2552.00,3,0
130,206502.80,164764.38,338477.47,133.44235,74.3636,2552.00,1,0
131,207001.69,164290.59,336020.19,133.44235,74.3636,2552.00,4,0
132,207500.55,163816.80,333562.94,133.44235,74.3636,2552.00,8,0
133,207999.39,163343.02,331105.66,133.44571,74.36376,2552.00,7,0
134,208498.17,162869.23,328648.38,133.4427,74.36372,2552.00,9,0
135,208997.13,162395.45,326191.09,133.44235,74.3636,2552.00,2,0
136,209496.08,161921.66,323733.81,133.44235,74.3636,2552.00,4,0
137,209995.05,161447.88,321276.56,133.44235,74.3636,2552.00,4,0
138,210493.98,160974.09,318819.28,133.44537,74.36361,2552.00,5,0
139,210992.94,160500.31,316362.00,133.44235,74.3636,2552.00,9,0
140,211491.84,160026.52,313904.72,133.44571,74.36376,2552.00,9,0
141,211990.80,159552.73,311447.44,133.44235,74.3636,2552.00,3,0
142,212489.67,159078.95,308990.19,133.44571,74.36376,2552.00,5,0
143,212988.56,158605.16,306532.91,133.44235,74.3636,2552.00,7,0
144,213487.39,158131.38,304075.63,133.44571,74.36376,2552.00,9,0
145,213986.25,157657.59,301618.34,133.44853,74.363556,2552.00,5,0
146,214484.95,157183.81,299161.06,133.44571,74.36376,2552.00,5,0
147,214983.80,156710.02,296703.78,133.44235,74.3636,2552.00,7,0
148,215482.63,156236.23,294246.53,133.44235,74.3636,2552.00,6,0
149,215981.52,155762.45,291789.25,133.44235,74.3636,2552.00,6,0
150,216480.42,155288.67,289331.97,133.44235,74.3636,2552.00,6,0
151,216979.19,154814.88,286874.69,133.44235,74.3636,2552.00,4,0
152,217478.08,154341.09,284417.41,133.44571,74.36376,2552.00,7,0
153,217976.88,153867.31,281960.16,133.44853,74.363556,2552.00,5,0
154,218475.63,153393.53,279502.88,133.44235,74.3636,2552.00,2,0
155,218974.58,152919.73,277045.59,133.44235,74.3636,2552.00,4,0
156,219473.34,152445.95,274588.31,133.44235,74.3636,2552.00,6,0
157,220009.08,151936.23,272145.81,133.53494,73.02289,2552.00,30,7
158,220548.03,151421.64,269705.03,133.62599,73.02277,2552.00,30,0
159,221086.08,150906.09,267264.22,133.71858,73.02291,2552.00,30,0
160,221623.19,150389.59,264823.44,133.81096,73.02267,2552.00,30,0
161,222159.36,149872.13,262382.63,133.90259,73.02271,2552.00,30,0
162,222694.63,149353.70,259941.83,133.99405,73.02282,2552.00,30,0
163,223228.97,148834.31,257501.03,134.08472,73.02275,2552.00,30,0
164,223762.39,148314.00,255060.23,134.17578,73.02276,2552.00,30,0
165,224294.86,147792.70,252619.45,134.26718,73.02279,2552.00,30,0
166,224826.41,147270.48,250178.66,134.35948,73.022736,2552.00,30,0
167,225357.02,146747.30,247737.86,134.45161,73.02289,2552.00,30,0
168,225886.69,146223.17,245297.06,134.54022,73.02275,2552.00,30,0
169,226415.41,145698.08,242856.27,134.62975,73.02263,2552.00,30,0
170,226943.23,145172.09,240415.47,134.71634,73.02276,2552.00,30,0
171,227470.08,144645.13,237974.67,135.2939,73.02277,2552.00,30,0
172,227995.91,144117.16,235533.88,135.38104,73.022835,2552.00,30,0
173,228520.86,143588.28,233093.08,135.47005,73.02276,2552.00,30,0
174,229044.83,143058.47,230652.28,135.56033,73.02272,2552.00,30,0
175,229567.88,142527.70,228211.48,135.65244,73.02275,2552.00,30,0
176,230089.97,141996.03,225770.69,135.7437,73.022644,2552.00,30,0
177,230611.06,141463.38,223329.89,135.83679,73.02277,2552.00,30,0
178,231131.23,140929.80,220889.09,135.92842,73.02262,2552.00,30,0
179,231650.44,140395.30,218448.30,136.02025,73.022644,2552.00,30,0
180,232168.81,139860.00,216007.50,136.07156,73.02275,2552.00,17,0
181,232687.00,139324.42,213566.72,136.07156,73.02275,2552.00,0,0
182,233205.19,138788.83,211125.92,136.07156,73.02275,2552.00,0,0
183,233723.38,138253.25,208685.13,136.07156,73.02275,2552.00,0,0
184,234241.56,137717.67,206244.33,136.07156,73.02275,2552.00,0,0
185,234759.75,137182.08,203803.53,136.07156,73.02275,2552.00,0,0
186,235277.94,136646.50,201362.73,136.07156,73.02275,2552.00,0,0
187,235796.13,136110.92,198921.94,136.07156,73.02275,2552.00,0,0
188,236314.31,135575.33,196481.14,136.07156,73.02275,2552.00,0,0
189,236832.50,135039.75,194040.34,136.07156,73.02275,2552.00,0,0
190,237350.69,134504.17,191599.55,136.07156,73.02275,2552.00,0,0
191,237868.88,133968.58,189158.75,136.07156,73.02275,2552.00,0,0
192,238387.06,133433.00,186717.95,136.07156,73.02275,2552.00,0,0
193,238905.27,132897.42,184277.16,136.07156,73.02275,2552.00,0,0
194,239423.45,132361.83,181836.36,136.07156,73.02275,2552.00,0,0
195,239941.64,131826.25,179395.56,136.07156,73.02275,2552.00,0,0
196,240459.83,131290.67,176954.77,136.07156,73.02275,2552.00,0,0
197,240978.02,130755.08,174513.98,136.07156,73.02275,2552.00,0,0
198,241496.20,130219.50,172073.19,136.07156,73.02275,2552.00,0,0
199,242014.39,129683.91,169632.39,136.07156,73.02275,2552.00,0,0
