时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
134,208440.98,160956.11,329119.13,136.93993,73.01906,2552.00,9,0
135,208950.47,160411.83,326678.34,136.93993,73.01906,2552.00,0,0
136,209459.97,159867.55,324237.56,136.93655,73.01922,2552.00,13,0
137,209969.45,159323.27,321796.75,136.93993,73.01906,2552.00,1,0
138,210478.94,158778.98,319355.97,136.93959,73.019226,2552.00,4,0
139,210988.44,158234.70,316915.16,136.93993,73.01906,2552.00,10,0
140,211497.92,157690.44,314474.38,136.93993,73.01906,2552.00,0,0
141,212007.42,157146.16,312033.56,136.93959,73.019226,2552.00,16,0
142,212516.91,156601.88,309592.78,136.93993,73.01906,2552.00,0,0
143,213026.39,156057.59,307151.97,136.93993,73.01906,2552.00,2,0
144,213535.89,155513.31,304711.19,136.93993,73.01906,2552.00,8,0
145,214045.38,154969.03,302270.38,136.93993,73.01906,2552.00,0,0
146,214554.88,154424.75,299829.59,136.93993,73.01906,2552.00,10,0
147,215064.36,153880.47,297388.78,136.93993,73.01906,2552.00,0,0
148,215573.86,153336.19,294948.00,136.93993,73.01906,2552.00,8,0
149,216083.34,152791.91,292507.19,136.93993,73.01906,2552.00,0,0
150,216592.83,152247.63,290066.41,136.93959,73.019226,2552.00,10,0
151,217102.33,151703.34,287625.63,136.93993,73.01906,2552.00,0,0
152,217611.81,151159.06,285184.81,136.93993,73.01906,2552.00,8,0
153,218121.31,150614.78,282744.03,136.93993,73.01906,2552.00,4,0
154,218630.80,150070.50,280303.22,136.93655,73.01922,2552.00,13,0
155,219140.30,149526.22,277862.44,136.93993,73.01906,2552.00,1,0
156,219649.78,148981.94,275421.63,136.93993,73.01906,2552.00,10,0
157,220159.27,148437.66,272980.84,136.93993,73.01906,2552.00,0,0
158,220668.77,147893.38,270540.03,136.93993,73.01906,2552.00,16,0
159,221178.25,147349.09,268099.25,136.93993,73.01906,2552.00,2,0
160,221687.75,146804.81,265658.44,136.93993,73.01906,2552.00,10,0
161,222197.23,146260.53,263217.66,136.93655,73.01922,2552.00,5,0
162,222706.72,145716.25,260776.86,136.93993,73.01906,2552.00,7,0
163,223216.22,145171.97,258336.06,136.93655,73.01922,2552.00,7,0
164,223725.70,144627.69,255895.27,136.93993,73.01906,2552.00,1,0
165,224235.20,144083.41,253454.47,136.93993,73.01906,2552.00,2,0
166,224744.69,143539.13,251013.67,136.93993,73.01906,2552.00,0,0
167,225254.19,142994.84,248572.88,136.93993,73.01906,2552.00,0,0
168,225763.67,142450.56,246132.08,136.93993,73.01906,2552.00,2,0
169,226273.16,141906.28,243691.28,136.93993,73.01906,2552.00,0,0
170,226782.66,141362.00,241250.48,136.93993,73.01906,2552.00,0,0
171,227292.14,140817.72,238809.69,136.93993,73.01906,2552.00,0,0
172,227801.64,140273.44,236368.89,136.93993,73.01906,2552.00,0,0
173,228311.13,139729.16,233928.09,136.93993,73.01906,2552.00,0,0
174,228820.63,139184.88,231487.31,136.93993,73.01906,2552.00,0,0
175,229330.11,138640.59,229046.52,136.93993,73.01906,2552.00,0,0
176,229839.59,138096.31,226605.72,136.93993,73.01906,2552.00,0,0
177,230349.09,137552.03,224164.92,136.93993,73.01906,2552.00,0,0
178,230858.58,137007.75,221724.13,136.93993,73.01906,2552.00,0,0
179,231368.08,136463.47,219283.33,136.93993,73.01906,2552.00,0,0
180,231877.56,135919.19,216842.53,136.93993,73.01906,2552.00,0,0
181,232366.05,135398.13,214392.59,136.84882,73.7854,2552.00,30,4
182,232854.34,134879.13,211942.19,136.75702,73.78528,2552.00,30,0
183,233343.55,134360.97,209491.78,136.66484,73.785355,2552.00,30,0
184,233833.67,133843.69,207041.36,136.5717,73.785324,2552.00,30,0
185,234324.75,133327.28,204590.95,136.47816,73.785324,2552.00,30,0
186,234816.73,132811.75,202140.55,136.38596,73.785385,2552.00,30,0
187,235309.64,132297.11,199690.14,136.29338,73.78548,2552.00,30,0
188,235803.47,131783.34,197239.73,136.20097,73.78546,2552.00,30,0
189,236298.22,131270.48,194789.33,136.10878,73.785324,2552.00,30,0
190,236793.89,130758.48,192338.91,136.01729,73.785385,2552.00,30,0
191,237290.45,130247.39,189888.50,135.92491,73.785355,2552.00,30,0
192,237787.94,129737.20,187438.09,135.83276,73.78534,2552.00,30,0
193,238286.33,129227.91,184987.69,135.74294,73.7854,2552.00,30,0
194,238785.66,128719.48,182537.28,135.65007,73.785324,2552.00,30,0
195,239285.89,128211.96,180086.88,135.5607,73.7854,2552.00,30,0
196,239787.00,127705.31,177636.45,135.47148,73.7854,2552.00,30,0
197,240289.02,127199.56,175186.05,135.38168,73.785385,2552.00,30,0
198,240791.92,126694.70,172735.64,135.2929,73.785355,2552.00,30,0
199,241295.69,126190.70,170285.23,134.73274,73.78534,2552.00,30,0
