时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
116,Off,0.0,0.0,0.0,''
117,Off,0.0,0.0,0.0,''
118,Off,0.0,0.0,0.0,''
119,Off,0.0,0.0,0.0,''
120,Off,0.0,0.0,0.0,''
121,Off,0.0,0.0,0.0,''
122,Off,0.0,0.0,0.0,''
123,Off,0.0,0.0,0.0,''
124,Off,0.0,0.0,0.0,''
125,Off,0.0,0.0,0.0,''
126,Off,0.0,0.0,0.0,''
127,Off,0.0,0.0,0.0,''
128,Off,0.0,0.0,0.0,''
129,Off,0.0,0.0,0.0,''
130,Off,0.0,0.0,0.0,''
131,Off,0.0,0.0,0.0,''
132,Off,0.0,0.0,0.0,''
133,Off,0.0,0.0,0.0,''
134,Off,0.0,0.0,0.0,''
135,Off,0.0,0.0,0.0,''
136,Off,0.0,0.0,0.0,''
137,Off,0.0,0.0,0.0,''
138,Off,0.0,0.0,0.0,''
139,Off,0.0,0.0,0.0,''
140,Off,0.0,0.0,0.0,''
141,Off,0.0,0.0,0.0,''
142,Off,0.0,0.0,0.0,''
143,Off,0.0,0.0,0.0,''
144,Off,0.0,0.0,0.0,''
145,Off,0.0,0.0,0.0,''
146,Off,0.0,0.0,0.0,''
147,Off,0.0,0.0,0.0,''
148,Off,0.0,0.0,0.0,''
149,Off,0.0,0.0,0.0,''
150,Off,0.0,0.0,0.0,''
151,Off,0.0,0.0,0.0,''
152,Off,0.0,0.0,0.0,''
153,Off,0.0,0.0,0.0,''
154,Off,0.0,0.0,0.0,''
155,Off,0.0,0.0,0.0,''
156,On,2.0120754,0.39416113,287.1421,'Carrier1'
157,On,2.0026183,0.01978234,284.59177,'Carrier1'
158,On,1.9914463,0.0,282.04138,'Carrier1'
159,On,1.980804,0.0,279.491,'Carrier1'
160,On,1.9684149,0.01978234,276.9406,'Carrier1'
161,On,1.9568477,0.0,274.3902,'Carrier1'
162,On,1.9455135,0.0,271.83975,'Carrier1'
163,On,1.9343153,0.0,269.2893,'Carrier1'
164,On,1.923052,0.0,266.73883,'Carrier1'
165,On,1.9127456,0.03426402,264.18835,'Carrier1'
166,On,1.9020747,0.0,261.63785,'Carrier1'
167,On,1.892068,0.0,259.08734,'Carrier1'
168,On,1.8823202,0.027976455,256.5368,'Carrier1'
169,On,1.8725214,0.03426402,253.98627,'Carrier1'
170,On,1.8626711,0.03426402,251.4357,'Carrier1'
171,On,1.8537189,0.03956468,248.88513,'Carrier1'
172,On,1.8453598,0.03956468,246.33455,'Carrier1'
173,On,1.8367496,0.04423466,243.78395,'Carrier1'
174,On,1.8285269,0.048456643,241.23335,'Carrier1'
175,On,1.8200518,0.052339155,238.68272,'Carrier1'
176,On,1.8103487,0.052339155,236.1321,'Carrier1'
177,On,1.8013538,0.06255726,233.58145,'Carrier1'
178,On,1.7917678,0.0656106,231.03079,'Carrier1'
179,On,1.7830086,0.071326256,228.48012,'Carrier1'
180,On,1.7744267,0.07401875,225.92944,'Carrier1'
181,On,1.765914,0.07401875,223.37874,'Carrier1'
182,On,1.7575827,0.07912937,220.82805,'Carrier1'
183,On,1.7494354,0.08156469,218.27733,'Carrier1'
184,On,1.7412503,0.08846933,215.7266,'Carrier1'
185,On,1.7331392,0.086229235,213.17586,'Carrier1'
186,On,1.7248765,0.09691329,210.6251,'Carrier1'
187,On,1.7171441,0.104678325,208.07436,'Carrier1'
188,On,1.7084607,0.104678325,205.52357,'Carrier1'
189,On,1.7004235,0.10835236,202.9728,'Carrier1'
190,On,1.692348,0.111905836,200.42201,'Carrier1'
191,On,1.6851633,0.07401875,197.8711,'Carrier1'
192,On,1.6780643,0.071326256,195.32016,'Carrier1'
193,On,1.6718719,0.071326256,192.76921,'Carrier1'
194,On,1.6650691,0.0656106,190.21825,'Carrier1'
195,On,1.6585922,0.06852804,187.66728,'Carrier1'
196,On,1.6528006,0.06255726,185.1163,'Carrier1'
197,On,1.6461567,0.06255726,182.56532,'Carrier1'
198,On,1.6397245,0.059347026,180.01433,'Carrier1'
199,On,1.6336265,0.06255726,177.46333,'Carrier1'
