时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
181,234644.02,139368.61,214002.38,132.31485,73.40821,2552.00,30,0
182,235182.63,138877.77,211556.55,132.40872,73.40818,2552.00,30,0
183,235720.36,138385.95,209110.72,132.50414,73.408165,2552.00,30,0
184,236257.20,137893.17,206664.89,132.59937,73.408,2552.00,30,0
185,236793.17,137399.42,204219.06,132.69444,73.40808,2552.00,30,0
186,237328.25,136904.70,201773.22,132.78989,73.408195,2552.00,30,0
187,237862.42,136409.02,199327.39,132.88466,73.408195,2552.00,30,0
188,238395.70,135912.38,196881.56,132.97919,73.4081,2552.00,30,0
189,238928.09,135414.77,194435.73,133.07188,73.40821,2552.00,30,0
190,239459.63,134916.22,191989.91,133.1633,73.40824,2552.00,30,0
191,239990.28,134416.75,189544.06,133.25449,73.40812,2552.00,30,0
192,240520.05,133916.34,187098.23,133.34723,73.40802,2552.00,30,0
193,241048.92,133415.02,184652.41,133.44034,73.407974,2552.00,30,0
194,241576.89,132912.72,182206.58,133.53215,73.408005,2552.00,30,0
195,242103.97,132409.50,179760.75,133.62602,73.408226,2552.00,30,0
196,242630.16,131905.33,177314.91,133.71692,73.40802,2552.00,30,0
197,243155.44,131400.22,174869.08,133.80817,73.40814,2552.00,30,0
198,243679.81,130894.18,172423.25,133.90146,73.40802,2552.00,30,0
199,244203.28,130387.20,169977.42,133.9918,73.4081,2552.00,30,0
