时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
21,Formation,1,2 5 8 
21,Formation,3,6 9 
22,Formation,4,7 10 
22,ESM,1,2 3 4 5 6 7 8 9 10 
22,Formation,1,2 5 8 
22,Formation,3,6 9 
23,Formation,4,7 10 
23,ESM,1,2 3 4 5 6 7 8 9 10 
23,Formation,1,2 5 8 
23,Formation,3,6 9 
24,Formation,4,7 10 
24,ESM,1,2 3 4 5 6 7 8 9 10 
24,Formation,1,2 5 8 
24,Formation,3,6 9 
25,Formation,4,7 10 
25,ESM,1,2 3 4 5 6 7 8 9 10 
25,Formation,1,2 5 8 
25,Formation,3,6 9 
26,Formation,4,7 10 
26,ESM,1,2 3 4 5 6 7 8 9 10 
26,Formation,1,2 5 8 
26,Formation,3,6 9 
27,Formation,4,7 10 
27,ESM,1,2 3 4 5 6 7 8 9 10 
27,Formation,1,2 5 8 
27,Formation,3,6 9 
28,Formation,4,7 10 
28,ESM,1,2 3 4 5 6 7 8 9 10 
28,Formation,1,2 5 8 
28,Formation,3,6 9 
29,Formation,4,7 10 
29,ESM,1,2 3 4 5 6 7 8 9 10 
29,Formation,1,2 5 8 
29,Formation,3,6 9 
30,Formation,4,7 10 
30,ESM,1,2 3 4 5 6 7 8 9 10 
30,Formation,1,2 5 8 
30,Formation,3,6 9 
31,Formation,4,7 10 
31,ESM,1,2 3 4 5 6 7 8 9 10 
31,Formation,1,2 5 8 
31,Formation,3,6 9 
32,Formation,4,7 10 
32,ESM,1,2 3 4 5 6 7 8 9 10 
32,Formation,1,2 5 8 
32,Formation,3,6 9 
33,Formation,4,7 10 
33,ESM,1,2 3 4 5 6 7 8 9 10 
33,Formation,1,2 5 8 
33,Formation,3,6 9 
34,Formation,4,7 10 
34,ESM,1,2 3 4 5 6 7 8 9 10 
34,Formation,1,2 5 8 
34,Formation,3,6 9 
35,Formation,4,7 10 
35,ESM,1,2 3 4 5 6 7 8 9 10 
35,Formation,1,2 5 8 
35,Formation,3,6 9 
36,Formation,4,7 10 
36,ESM,1,2 3 4 5 6 7 8 9 10 
36,Formation,1,2 5 8 
36,Formation,3,6 9 
37,Formation,4,7 10 
37,ESM,1,2 3 4 5 6 7 8 9 10 
37,Formation,1,2 5 8 
37,Formation,3,6 9 
38,Formation,4,7 10 
38,ESM,1,2 3 4 5 6 7 8 9 10 
38,Formation,1,2 5 8 
38,Formation,3,6 9 
39,Formation,4,7 10 
39,ESM,1,2 3 4 5 6 7 8 9 10 
39,Formation,1,2 5 8 
39,Formation,3,6 9 
40,Formation,4,7 10 
40,ESM,1,2 3 4 5 6 7 8 9 10 
40,Formation,1,2 5 8 
40,Formation,3,6 9 
41,Formation,4,7 10 
41,ESM,1,2 3 4 5 6 7 8 9 10 
41,Formation,1,2 5 8 
41,Formation,3,6 9 
42,Formation,4,7 10 
42,ESM,1,2 3 4 5 6 7 8 9 10 
42,Formation,1,2 5 8 
42,Formation,3,6 9 
43,Formation,4,7 10 
43,ESM,1,2 3 4 5 6 7 8 9 10 
43,Formation,1,2 5 8 
43,Formation,3,6 9 
44,Formation,4,7 10 
44,ESM,1,2 3 4 5 6 7 8 9 10 
44,Formation,1,2 5 8 
44,Formation,3,6 9 
45,Formation,4,7 10 
45,ESM,1,2 3 4 5 6 7 8 9 10 
45,Formation,1,2 5 8 
45,Formation,3,6 9 
46,Formation,4,7 10 
46,ESM,1,2 3 4 5 6 7 8 9 10 
46,Formation,1,2 5 8 
46,Formation,3,6 9 
47,Formation,4,7 10 
47,ESM,1,2 3 4 5 6 7 8 9 10 
47,Formation,1,2 5 8 
47,Formation,3,6 9 
48,Formation,4,7 10 
48,ESM,1,2 3 4 5 6 7 8 9 10 
48,Formation,1,2 5 8 
48,Formation,3,6 9 
49,Formation,4,7 10 
49,ESM,1,2 3 4 5 6 7 8 9 10 
49,Formation,1,2 5 8 
49,Formation,3,6 9 
50,Formation,4,7 10 
50,ESM,1,2 3 4 5 6 7 8 9 10 
50,Formation,1,2 5 8 
50,Formation,3,6 9 
51,Formation,4,7 10 
51,ESM,1,2 3 4 5 6 7 8 9 10 
51,Formation,1,2 5 8 
51,Formation,3,6 9 
52,Formation,4,7 10 
52,ESM,1,2 3 4 5 6 7 8 9 10 
52,Formation,1,2 5 8 
52,Formation,3,6 9 
53,Formation,4,7 10 
53,ESM,1,2 3 4 5 6 7 8 9 10 
53,Formation,1,2 5 8 
53,Formation,3,6 9 
54,Formation,4,7 10 
54,ESM,1,2 3 4 5 6 7 8 9 10 
54,Formation,1,2 5 8 
54,Formation,3,6 9 
55,Formation,4,7 10 
55,ESM,1,2 3 4 5 6 7 8 9 10 
55,Formation,1,2 5 8 
55,Formation,3,6 9 
56,Formation,4,7 10 
56,ESM,1,2 3 4 5 6 7 8 9 10 
56,Formation,1,2 5 8 
56,Formation,3,6 9 
57,Formation,4,7 10 
57,ESM,1,2 3 4 5 6 7 8 9 10 
57,Formation,1,2 5 8 
57,Formation,3,6 9 
58,Formation,4,7 10 
58,ESM,1,2 3 4 5 6 7 8 9 10 
58,Formation,1,2 5 8 
58,Formation,3,6 9 
59,Formation,4,7 10 
59,ESM,1,2 3 4 5 6 7 8 9 10 
59,Formation,1,2 5 8 
59,Formation,3,6 9 
60,Formation,4,7 10 
60,ESM,1,2 3 4 5 6 7 8 9 10 
60,Formation,1,2 5 8 
60,Formation,3,6 9 
61,Formation,4,7 10 
61,ESM,1,2 3 4 5 6 7 8 9 10 
61,Formation,1,2 5 8 
61,Formation,3,6 9 
62,Formation,4,7 10 
62,ESM,1,2 3 4 5 6 7 8 9 10 
62,Formation,1,2 5 8 
62,Formation,3,6 9 
63,Formation,4,7 10 
63,ESM,1,2 3 4 5 6 7 8 9 10 
63,Formation,1,2 5 8 
63,Formation,3,6 9 
64,Formation,4,7 10 
64,ESM,1,2 3 4 5 6 7 8 9 10 
64,Formation,1,2 5 8 
64,Formation,3,6 9 
65,Formation,4,7 10 
65,ESM,1,2 3 4 5 6 7 8 9 10 
65,Formation,1,2 5 8 
65,Formation,3,6 9 
66,Formation,4,7 10 
66,ESM,1,2 3 4 5 6 7 8 9 10 
66,Formation,1,2 5 8 
66,Formation,3,6 9 
67,Formation,4,7 10 
67,ESM,1,2 3 4 5 6 7 8 9 10 
67,Formation,1,2 5 8 
67,Formation,3,6 9 
68,Formation,4,7 10 
68,ESM,1,2 3 4 5 6 7 8 9 10 
68,Formation,1,2 5 8 
68,Formation,3,6 9 
69,Formation,4,7 10 
69,ESM,1,2 3 4 5 6 7 8 9 10 
69,Formation,1,2 5 8 
69,Formation,3,6 9 
70,Formation,4,7 10 
70,ESM,1,2 3 4 5 6 7 8 9 10 
70,Formation,1,2 5 8 
70,Formation,3,6 9 
71,Formation,4,7 10 
71,ESM,1,2 3 4 5 6 7 8 9 10 
71,Formation,1,2 5 8 
71,Formation,3,6 9 
72,Formation,4,7 10 
72,ESM,1,2 3 4 5 6 7 8 9 10 
72,Formation,1,2 5 8 
72,Formation,3,6 9 
73,Formation,4,7 10 
73,ESM,1,2 3 4 5 6 7 8 9 10 
73,Formation,1,2 5 8 
73,Formation,3,6 9 
74,Formation,4,7 10 
74,ESM,1,2 3 4 5 6 7 8 9 10 
74,Formation,1,2 5 8 
74,Formation,3,6 9 
75,Formation,4,7 10 
75,ESM,1,2 3 4 5 6 7 8 9 10 
75,Formation,1,2 5 8 
75,Formation,3,6 9 
76,Formation,4,7 10 
76,ESM,1,2 3 4 5 6 7 8 9 10 
76,Formation,1,2 5 8 
76,Formation,3,6 9 
77,Formation,4,7 10 
77,ESM,1,2 3 4 5 6 7 8 9 10 
77,Formation,1,2 5 8 
77,Formation,3,6 9 
78,Formation,4,7 10 
78,ESM,1,2 3 4 5 6 7 8 9 10 
78,Formation,1,2 5 8 
78,Formation,3,6 9 
79,Formation,4,7 10 
79,ESM,1,2 3 4 5 6 7 8 9 10 
79,Formation,1,2 5 8 
79,Formation,3,6 9 
80,Formation,4,7 10 
80,ESM,1,2 3 4 5 6 7 8 9 10 
80,Formation,1,2 5 8 
80,Formation,3,6 9 
81,Formation,4,7 10 
81,ESM,1,2 3 4 5 6 7 8 9 10 
81,Formation,1,2 5 8 
81,Formation,3,6 9 
82,Formation,4,7 10 
82,ESM,1,2 3 4 5 6 7 8 9 10 
82,Formation,1,2 5 8 
82,Formation,3,6 9 
83,Formation,4,7 10 
83,ESM,1,2 3 4 5 6 7 8 9 10 
83,Formation,1,2 5 8 
83,Formation,3,6 9 
84,Formation,4,7 10 
84,ESM,1,2 3 4 5 6 7 8 9 10 
84,Formation,1,2 5 8 
84,Formation,3,6 9 
85,Formation,4,7 10 
85,ESM,1,2 3 4 5 6 7 8 9 10 
85,Formation,1,2 5 8 
85,Formation,3,6 9 
86,Formation,4,7 10 
86,ESM,1,2 3 4 5 6 7 8 9 10 
86,Formation,1,2 5 8 
86,Formation,3,6 9 
87,Formation,4,7 10 
87,ESM,1,2 3 4 5 6 7 8 9 10 
87,Formation,1,2 5 8 
87,Formation,3,6 9 
88,Formation,4,7 10 
88,ESM,1,2 3 4 5 6 7 8 9 10 
88,Formation,1,2 5 8 
88,Formation,3,6 9 
89,Formation,4,7 10 
89,ESM,1,2 3 4 5 6 7 8 9 10 
89,Formation,1,2 5 8 
89,Formation,3,6 9 
90,Formation,4,7 10 
90,ESM,1,2 3 4 5 6 7 8 9 10 
90,Formation,1,2 5 8 
90,Formation,3,6 9 
91,Formation,4,7 10 
91,ESM,1,2 3 4 5 6 7 8 9 10 
91,Formation,1,2 5 8 
91,Formation,3,6 9 
92,Formation,4,7 10 
92,ESM,1,2 3 4 5 6 7 8 9 10 
92,Formation,1,2 5 8 
92,Formation,3,6 9 
93,Formation,4,7 10 
93,ESM,1,2 3 4 5 6 7 8 9 10 
93,Formation,1,2 5 8 
93,Formation,3,6 9 
94,Formation,4,7 10 
94,ESM,1,2 3 4 5 6 7 8 9 10 
94,Formation,1,2 5 8 
94,Formation,3,6 9 
95,Formation,4,7 10 
95,ESM,1,2 3 4 5 6 7 8 9 10 
95,Formation,1,2 5 8 
95,Formation,3,6 9 
96,Formation,4,7 10 
96,ESM,1,2 3 4 5 6 7 8 9 10 
96,Formation,1,2 5 8 
96,Formation,3,6 9 
97,Formation,4,7 10 
97,ESM,1,2 3 4 5 6 7 8 9 10 
97,Formation,1,2 5 8 
97,Formation,3,6 9 
98,Formation,4,7 10 
98,ESM,1,2 3 4 5 6 7 8 9 10 
98,Formation,1,2 5 8 
98,Formation,3,6 9 
99,Formation,4,7 10 
99,ESM,1,2 3 4 5 6 7 8 9 10 
99,Formation,1,2 5 8 
99,Formation,3,6 9 
100,Dismiss,1,2 5 8 
100,Dismiss,4,7 10 
100,Dismiss,3,6 9 
100,ActiveRadar,4,6 7 
100,ActiveRadar,3,5 10 
100,ActiveRadar,2,1 8 9 
100,Dismiss,1,2 3 4 5 6 7 8 9 10 
101,ActiveRadar,4,6 7 
101,ActiveRadar,3,5 10 
101,ActiveRadar,2,1 8 9 
102,ActiveRadar,4,6 7 
102,ActiveRadar,3,5 10 
102,ActiveRadar,2,1 8 9 
103,ActiveRadar,4,6 7 
103,ActiveRadar,3,5 10 
103,ActiveRadar,2,1 8 9 
104,ActiveRadar,4,6 7 
104,ActiveRadar,3,5 10 
104,ActiveRadar,2,1 8 9 
105,ActiveRadar,4,6 7 
105,ActiveRadar,3,5 10 
105,ActiveRadar,2,1 8 9 
106,ActiveRadar,4,6 7 
106,ActiveRadar,3,5 10 
106,ActiveRadar,2,1 8 9 
107,ActiveRadar,4,6 7 
107,ActiveRadar,3,5 10 
107,ActiveRadar,2,1 8 9 
108,ActiveRadar,4,6 7 
108,ActiveRadar,3,5 10 
108,ActiveRadar,2,1 8 9 
109,ActiveRadar,4,6 7 
109,ActiveRadar,3,5 10 
109,ActiveRadar,2,1 8 9 
110,ActiveRadar,4,6 7 
110,ActiveRadar,3,5 10 
110,ActiveRadar,2,1 8 9 
111,ActiveRadar,4,6 7 
111,ActiveRadar,3,5 10 
111,ActiveRadar,2,1 8 9 
112,ActiveRadar,4,6 7 
112,ActiveRadar,3,5 10 
112,ActiveRadar,2,1 8 9 
113,ActiveRadar,4,6 7 
113,ActiveRadar,3,5 10 
113,ActiveRadar,2,1 8 9 
114,ActiveRadar,4,6 7 
114,ActiveRadar,3,5 10 
114,ActiveRadar,2,1 8 9 
115,ActiveRadar,4,6 7 
115,ActiveRadar,3,5 10 
115,ActiveRadar,2,1 8 9 
116,ActiveRadar,4,6 7 
116,ActiveRadar,3,5 10 
116,ActiveRadar,2,1 8 9 
117,ActiveRadar,4,6 7 
117,ActiveRadar,3,5 10 
117,ActiveRadar,2,1 8 9 
118,ActiveRadar,4,6 7 
118,ActiveRadar,3,5 10 
118,ActiveRadar,2,1 8 9 
119,ActiveRadar,4,6 7 
119,ActiveRadar,3,5 10 
119,ActiveRadar,2,1 8 9 
120,ActiveRadar,4,6 7 
120,ActiveRadar,3,5 10 
120,ActiveRadar,2,1 8 9 
121,ActiveRadar,4,6 7 
121,ActiveRadar,3,5 10 
121,ActiveRadar,2,1 8 9 
122,ActiveRadar,4,6 7 
122,ActiveRadar,3,5 10 
122,ActiveRadar,2,1 8 9 
123,ActiveRadar,4,6 7 
123,ActiveRadar,3,5 10 
123,ActiveRadar,2,1 8 9 
124,ActiveRadar,4,6 7 
124,ActiveRadar,3,5 10 
124,ActiveRadar,2,1 8 9 
125,ActiveRadar,4,6 7 
125,ActiveRadar,3,5 10 
125,ActiveRadar,2,1 8 9 
126,ActiveRadar,4,6 7 
126,ActiveRadar,3,5 10 
126,ActiveRadar,2,1 8 9 
127,ActiveRadar,4,6 7 
127,ActiveRadar,3,5 10 
127,ActiveRadar,2,1 8 9 
128,ActiveRadar,4,6 7 
128,ActiveRadar,3,5 10 
128,ActiveRadar,2,1 8 9 
129,ActiveRadar,4,6 7 
129,ActiveRadar,3,5 10 
129,ActiveRadar,2,1 8 9 
130,ActiveRadar,4,6 7 
130,ActiveRadar,3,5 10 
130,ActiveRadar,2,1 8 9 
131,ActiveRadar,4,6 7 
131,ActiveRadar,3,5 10 
131,ActiveRadar,2,1 8 9 
132,ActiveRadar,4,6 7 
132,ActiveRadar,3,5 10 
132,ActiveRadar,2,1 8 9 
133,ActiveRadar,4,6 7 
133,ActiveRadar,3,5 10 
133,ActiveRadar,2,1 8 9 
134,ActiveRadar,4,6 7 
134,ActiveRadar,3,5 10 
134,ActiveRadar,2,1 8 9 
135,ActiveRadar,4,6 7 
135,ActiveRadar,3,5 10 
135,ActiveRadar,2,1 8 9 
136,ActiveRadar,4,6 7 
136,ActiveRadar,3,5 10 
136,ActiveRadar,2,1 8 9 
137,ActiveRadar,4,6 7 
137,ActiveRadar,3,5 10 
137,ActiveRadar,2,1 8 9 
138,ActiveRadar,4,6 7 
138,ActiveRadar,3,5 10 
138,ActiveRadar,2,1 8 9 
139,ActiveRadar,4,6 7 
139,ActiveRadar,3,5 10 
139,ActiveRadar,2,1 8 9 
140,ActiveRadar,4,6 7 
140,ActiveRadar,3,5 10 
140,ActiveRadar,2,1 8 9 
141,ActiveRadar,4,6 7 
141,Dismiss,2,1 8 9 
141,ActiveRadar,5,8 9 
141,ActiveRadar,3,1 10 
141,Dismiss,3,5 
142,ActiveRadar,4,6 7 
142,ActiveRadar,5,8 9 
142,ActiveRadar,3,1 10 
143,ActiveRadar,4,6 7 
143,ActiveRadar,5,8 9 
143,ActiveRadar,3,1 10 
144,ActiveRadar,4,6 7 
144,ActiveRadar,5,8 9 
144,ActiveRadar,3,1 10 
145,ActiveRadar,4,6 7 
145,ActiveRadar,5,8 9 
145,ActiveRadar,3,1 10 
146,ActiveRadar,4,6 7 
146,ActiveRadar,5,8 9 
146,ActiveRadar,3,1 10 
147,ActiveRadar,4,6 7 
147,ActiveRadar,5,8 9 
147,ActiveRadar,3,1 10 
148,ActiveRadar,4,6 7 
148,ActiveRadar,5,8 9 
148,ActiveRadar,3,1 10 
149,ActiveRadar,4,6 7 
149,ActiveRadar,5,8 9 
149,ActiveRadar,3,1 10 
150,ActiveRadar,4,6 7 
150,ActiveRadar,5,8 9 
150,ActiveRadar,3,1 10 
151,ActiveRadar,4,6 7 
151,ActiveRadar,5,8 9 
151,ActiveRadar,3,1 10 
152,ActiveRadar,4,6 7 
152,ActiveRadar,5,8 9 
152,ActiveRadar,3,1 10 
153,ActiveRadar,4,6 7 
153,ActiveRadar,5,8 9 
153,ActiveRadar,3,1 10 
154,ActiveRadar,4,6 7 
154,ActiveRadar,5,8 9 
154,ActiveRadar,3,1 10 
155,ActiveRadar,4,6 7 
155,ActiveRadar,5,8 9 
155,ActiveRadar,3,1 10 
156,Guidance,6,
156,Guidance,7,
156,Dismiss,4,6 7 
156,Guidance,4,
157,Guidance,6,
157,Guidance,7,
157,Guidance,4,
158,Guidance,6,
158,Guidance,7,
158,Guidance,4,
159,Guidance,6,
159,Guidance,7,
159,Guidance,4,
160,Guidance,6,
160,Guidance,7,
160,Guidance,4,
161,Guidance,6,
161,Guidance,7,
161,Guidance,4,
162,Guidance,6,
162,Guidance,7,
162,Guidance,4,
163,Guidance,6,
163,Guidance,7,
163,Guidance,4,
164,Guidance,6,
164,Guidance,7,
164,Guidance,4,
165,Guidance,6,
165,Guidance,7,
165,Guidance,4,
166,Guidance,6,
166,Guidance,7,
166,Guidance,4,
167,Guidance,6,
167,Guidance,7,
167,Guidance,4,
168,Guidance,6,
168,Guidance,7,
168,Guidance,4,
169,Guidance,6,
169,Guidance,7,
169,Guidance,4,
170,Guidance,6,
170,Guidance,7,
170,Guidance,4,
171,Guidance,6,
171,Guidance,7,
171,Guidance,4,
172,Guidance,6,
172,Guidance,7,
172,Guidance,4,
173,Guidance,6,
173,Guidance,7,
173,Guidance,4,
174,Guidance,6,
174,Guidance,7,
174,Guidance,4,
175,Guidance,6,
175,Guidance,7,
175,Guidance,4,
176,Guidance,6,
176,Guidance,7,
176,Guidance,4,
177,Guidance,6,
177,Guidance,7,
177,Guidance,4,
178,Guidance,6,
178,Guidance,7,
178,Guidance,4,
179,Guidance,6,
179,Guidance,7,
179,Guidance,4,
180,Guidance,3,10 8 
180,Dismiss,5,8 9 
180,Dismiss,3,1 10 
180,Guidance,5,1 9 
181,Guidance,3,10 8 
181,Guidance,5,1 9 
182,Guidance,3,10 8 
182,Guidance,5,1 9 
183,Guidance,3,10 8 
183,Guidance,5,1 9 
184,Guidance,3,10 8 
184,Guidance,5,1 9 
185,Guidance,3,10 8 
185,Guidance,5,1 9 
186,Guidance,3,10 8 
186,Guidance,5,1 9 
187,Guidance,3,10 8 
187,Guidance,5,1 9 
188,Guidance,3,10 8 
188,Guidance,5,1 9 
189,Guidance,3,10 8 
189,Guidance,5,1 9 
190,Guidance,3,10 8 
190,Guidance,5,1 9 
191,Guidance,3,10 8 
191,Guidance,5,1 9 
192,Guidance,3,10 8 
192,Guidance,5,1 9 
193,Guidance,3,10 8 
193,Guidance,5,1 9 
194,Guidance,3,10 8 
194,Guidance,5,1 9 
195,Guidance,3,10 8 
195,Guidance,5,1 9 
196,Guidance,3,10 8 
196,Guidance,5,1 9 
197,Guidance,3,10 8 
197,Guidance,5,1 9 
198,Guidance,3,10 8 
198,Guidance,5,1 9 
199,Guidance,3,10 8 
199,Guidance,5,1 9 
