时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
112,On,10.290352,5.1164,'Fussy',0.32445276
113,On,0.0,2.0732288,'Fussy',0.41706717
114,On,8.570925,5.8054905,'Fussy',0.3281001
115,On,8.015316,0.0,'Fussy',0.42718315
116,On,0.0,4.381626,'Fussy',0.3159253
117,On,0.0,0.0,'Fussy',0.44645834
118,On,11.9384,0.0,'Fussy',0.45020604
119,On,0.0,0.0,'Fussy',0.31647232
120,On,0.0,0.0,'Fussy',0.39791206
121,On,0.0,12.830879,'Fussy',0.41910547
122,On,0.0,0.0,'Fussy',0.30517218
123,On,0.0,0.0,'Fussy',0.30224836
124,On,11.878275,13.589333,'Fussy',0.44982988
125,On,0.0,0.0,'Fussy',0.33619416
126,On,0.0,0.0,'Fussy',0.3792139
127,On,0.0,3.5246792,'Fussy',0.30038935
128,On,0.0,12.405535,'Fussy',0.39907658
129,On,0.0,0.0,'Fussy',0.30361724
130,On,0.0,0.0,'Fussy',0.3770835
131,On,0.0,0.0,'Fussy',0.4151825
132,On,0.0,0.69262695,'Fussy',0.4902506
133,On,0.0,10.618502,'Fussy',0.43764013
134,On,0.0,0.0,'Fussy',0.4599318
135,On,0.0,12.565624,'Fussy',0.42234012
136,On,13.687511,7.479849,'Fussy',0.49691772
137,On,5.6669083,0.0,'Fussy',0.3055473
138,On,0.0,2.8286934,'Fussy',0.4902044
139,On,0.0,2.645317,'Fussy',0.46887225
140,On,0.0,0.0,'Fussy',0.4625811
141,Off,0.0,0.0,'',0.0
142,Off,0.0,0.0,'',0.0
143,Off,0.0,0.0,'',0.0
144,Off,0.0,0.0,'',0.0
145,Off,0.0,0.0,'',0.0
146,Off,0.0,0.0,'',0.0
147,Off,0.0,0.0,'',0.0
148,Off,0.0,0.0,'',0.0
149,Off,0.0,0.0,'',0.0
150,Off,0.0,0.0,'',0.0
151,Off,0.0,0.0,'',0.0
152,Off,0.0,0.0,'',0.0
153,Off,0.0,0.0,'',0.0
154,Off,0.0,0.0,'',0.0
155,Off,0.0,0.0,'',0.0
156,Off,0.0,0.0,'',0.0
157,Off,0.0,0.0,'',0.0
158,Off,0.0,0.0,'',0.0
159,Off,0.0,0.0,'',0.0
160,Off,0.0,0.0,'',0.0
161,Off,0.0,0.0,'',0.0
162,Off,0.0,0.0,'',0.0
163,Off,0.0,0.0,'',0.0
164,Off,0.0,0.0,'',0.0
165,Off,0.0,0.0,'',0.0
166,Off,0.0,0.0,'',0.0
167,Off,0.0,0.0,'',0.0
168,Off,0.0,0.0,'',0.0
169,Off,0.0,0.0,'',0.0
170,Off,0.0,0.0,'',0.0
171,Off,0.0,0.0,'',0.0
172,Off,0.0,0.0,'',0.0
173,Off,0.0,0.0,'',0.0
174,Off,0.0,0.0,'',0.0
175,Off,0.0,0.0,'',0.0
176,Off,0.0,0.0,'',0.0
177,Off,0.0,0.0,'',0.0
178,Off,0.0,0.0,'',0.0
179,Off,0.0,0.0,'',0.0
180,Off,0.0,0.0,'',0.0
181,Off,0.0,0.0,'',0.0
182,Off,0.0,0.0,'',0.0
183,Off,0.0,0.0,'',0.0
184,Off,0.0,0.0,'',0.0
185,Off,0.0,0.0,'',0.0
186,Off,0.0,0.0,'',0.0
187,Off,0.0,0.0,'',0.0
188,Off,0.0,0.0,'',0.0
189,Off,0.0,0.0,'',0.0
190,Off,0.0,0.0,'',0.0
191,Off,0.0,0.0,'',0.0
192,Off,0.0,0.0,'',0.0
193,Off,0.0,0.0,'',0.0
194,Off,0.0,0.0,'',0.0
195,Off,0.0,0.0,'',0.0
196,Off,0.0,0.0,'',0.0
197,Off,0.0,0.0,'',0.0
198,Off,0.0,0.0,'',0.0
199,Off,0.0,0.0,'',0.0
