时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
30,54096.72,316188.63,399074.94,134.7611,0.0,2552.00,6,0
31,55901.29,314384.13,399074.94,135.23903,0.0,2552.00,7,0
32,57705.80,312579.63,399074.94,135.24094,0.0,2552.00,7,0
33,59510.31,310775.13,399074.94,135.238,0.0,2552.00,7,0
34,61314.86,308970.63,399074.94,135.23862,0.0,2552.00,10,0
35,63119.41,307166.09,399074.94,135.24094,0.0,2552.00,9,0
36,64923.91,305361.59,399074.94,134.75851,0.0,2552.00,5,0
37,66728.44,303557.09,399074.94,134.76123,0.0,2552.00,5,0
38,68532.98,301752.59,399074.94,134.76173,0.0,2552.00,6,0
39,70337.51,299948.09,399074.94,134.76123,0.0,2552.00,4,0
40,72142.05,298143.59,399074.94,134.76173,0.0,2552.00,6,0
41,73946.58,296339.09,399074.94,134.76123,0.0,2552.00,4,0
42,75751.13,294534.56,399074.94,134.76173,0.0,2552.00,6,0
43,77555.65,292730.06,399074.94,134.76123,0.0,2552.00,4,0
44,79360.19,290925.56,399074.94,134.76173,0.0,2552.00,6,0
45,81164.72,289121.06,399074.94,134.76123,0.0,2552.00,4,0
46,82969.26,287316.56,399074.94,134.76173,0.0,2552.00,6,0
47,84773.79,285512.06,399074.94,134.76123,0.0,2552.00,4,0
48,86578.33,283707.56,399074.94,134.76173,0.0,2552.00,6,0
49,88382.86,281903.03,399074.94,134.76123,0.0,2552.00,4,0
50,90187.40,280098.53,399074.94,134.76173,0.0,2552.00,6,0
51,91991.93,278294.03,399074.94,134.76123,0.0,2552.00,4,0
52,93796.47,276489.53,399074.94,134.76173,0.0,2552.00,6,0
53,95601.00,274685.03,399074.94,134.76123,0.0,2552.00,4,0
54,97405.54,272880.53,399074.94,134.76173,0.0,2552.00,6,0
55,99210.07,271076.03,399074.94,134.76123,0.0,2552.00,4,0
56,101014.61,269271.50,399074.94,134.76173,0.0,2552.00,6,0
57,102819.14,267467.00,399074.94,134.76123,0.0,2552.00,4,0
58,104623.87,265662.50,399074.94,134.75832,0.0,2552.00,1,0
59,106428.60,263858.00,399074.94,134.75832,0.0,2552.00,0,0
60,108233.34,262053.50,399074.94,134.75832,0.0,2552.00,0,0
61,110038.07,260249.00,399074.94,134.75832,0.0,2552.00,0,0
62,111842.80,258444.48,399074.94,134.75832,0.0,2552.00,0,0
63,113647.54,256639.98,399074.94,134.75832,0.0,2552.00,0,0
64,115452.27,254835.48,399074.94,134.75832,0.0,2552.00,0,0
65,117257.00,253030.97,399074.94,134.75832,0.0,2552.00,0,0
66,119061.73,251226.47,399074.94,134.75832,0.0,2552.00,0,0
67,120866.47,249421.97,399074.94,134.75832,0.0,2552.00,0,0
68,122670.14,247616.58,399074.94,135.28558,0.0,2552.00,19,0
69,124474.45,245811.78,399074.94,134.74052,0.0,2552.00,25,0
70,126279.23,244007.47,399074.94,135.24664,0.0,2552.00,11,0
71,128083.70,242202.91,399074.94,135.2423,0.0,2552.00,7,0
72,129888.20,240398.41,399074.94,134.7569,0.0,2552.00,7,0
73,131692.70,238593.91,399074.94,134.7569,0.0,2552.00,6,0
74,133497.23,236789.42,399074.94,134.75363,0.0,2552.00,9,0
75,135301.78,234984.94,399074.94,135.24203,0.0,2552.00,10,0
76,137106.30,233180.44,399074.94,134.76016,0.0,2552.00,6,0
77,138910.80,231375.94,399074.94,134.7569,0.0,2552.00,11,0
78,140715.34,229571.45,399074.94,134.75981,0.0,2552.00,11,0
79,142519.86,227766.95,399074.94,134.76016,0.0,2552.00,6,0
80,144324.36,225962.45,399074.94,134.7569,0.0,2552.00,9,0
81,146128.86,224157.94,399074.94,134.7569,0.0,2552.00,2,0
82,147933.42,222353.50,399074.94,134.75037,0.0,2552.00,8,0
83,149738.00,220549.05,399074.94,135.25507,0.0,2552.00,9,0
84,151542.47,218744.48,399074.94,134.7533,0.0,2552.00,10,0
85,153347.06,216940.05,399074.94,135.24236,0.0,2552.00,6,0
86,155151.55,215135.52,399074.94,135.24236,0.0,2552.00,12,0
87,156956.06,213331.02,399074.94,134.76016,0.0,2552.00,10,0
88,158760.56,211526.50,399074.94,134.76016,0.0,2552.00,6,0
89,160565.11,209722.05,399074.94,134.75363,0.0,2552.00,6,0
90,162369.63,207917.55,399074.94,134.7569,0.0,2552.00,1,0
91,164174.14,206113.03,399074.94,134.76016,0.0,2552.00,5,0
92,165978.67,204308.55,399074.94,134.7569,0.0,2552.00,7,0
93,167783.17,202504.05,399074.94,134.7569,0.0,2552.00,8,0
94,169587.67,200699.55,399074.94,134.7569,0.0,2552.00,4,0
95,171392.25,198895.09,399074.94,134.75363,0.0,2552.00,7,0
96,173196.77,197090.59,399074.94,134.75981,0.0,2552.00,2,0
97,175001.27,195286.09,399074.94,134.76016,0.0,2552.00,12,0
98,176805.77,193481.58,399074.94,134.7569,0.0,2552.00,11,0
99,178610.33,191677.13,399074.94,134.75363,0.0,2552.00,7,0
100,180414.88,189872.64,399074.94,135.2482,0.0,2552.00,6,0
101,182214.02,188069.08,398942.75,135.34631,5.748668,2552.00,30,30
102,183991.50,186280.66,398556.03,135.43867,11.496417,2552.00,30,30
103,185729.47,184525.48,397918.72,135.52959,17.244123,2552.00,30,30
104,187410.75,182821.53,397037.28,135.62018,22.99392,2552.00,30,30
105,189018.69,181186.19,395920.41,135.70935,28.746515,2552.00,30,30
106,190537.42,179636.27,394579.38,135.79654,34.492954,2552.00,30,30
107,191951.89,178187.58,393027.66,135.88808,40.24463,2552.00,30,30
108,193248.33,176855.11,391280.97,135.97816,45.995636,2552.00,30,30
109,194414.14,175652.69,389356.75,136.06902,51.743874,2552.00,30,30
110,195438.13,174593.03,387274.44,136.13203,57.49504,2552.00,20,30
111,196311.19,173688.16,385054.91,136.16257,63.247173,2552.00,10,30
112,197025.16,172947.63,382720.53,136.17314,68.99856,2552.00,4,30
113,197573.27,172378.95,380294.97,136.18315,74.55604,2552.00,3,29
114,198044.77,171889.61,377834.97,136.18648,74.55586,2552.00,1,0
115,198516.27,171400.25,375374.94,136.18648,74.55586,2552.00,0,0
116,198985.80,170912.89,372914.31,136.19263,74.74824,2552.00,4,1
117,199451.34,170429.48,370452.47,136.1896,74.74825,2552.00,3,0
118,199916.89,169946.09,367990.59,136.18927,74.7482,2552.00,2,0
119,200382.44,169462.69,365528.75,136.19263,74.74824,2552.00,3,0
120,200847.98,168979.30,363066.91,136.19206,74.74824,2552.00,4,0
121,201313.52,168495.89,360605.03,136.19263,74.74824,2552.00,4,0
122,201779.06,168012.50,358143.19,136.18927,74.7482,2552.00,3,0
123,202244.61,167529.09,355681.34,136.19263,74.74824,2552.00,5,0
124,202710.16,167045.70,353219.47,136.19263,74.74824,2552.00,0,0
125,203175.70,166562.30,350757.63,136.18927,74.7482,2552.00,5,0
126,203641.25,166078.91,348295.78,136.19263,74.74824,2552.00,1,0
127,204106.80,165595.50,345833.94,136.18927,74.7482,2552.00,7,0
128,204572.34,165112.11,343372.06,136.19263,74.74824,2552.00,1,0
129,205037.89,164628.70,340910.22,136.18927,74.7482,2552.00,5,0
130,205503.44,164145.31,338448.38,136.19263,74.74824,2552.00,1,0
131,205968.98,163661.91,335986.50,136.18927,74.7482,2552.00,3,0
132,206434.53,163178.52,333524.66,136.1896,74.74825,2552.00,2,0
133,206900.06,162695.11,331062.81,136.18927,74.7482,2552.00,4,0
134,207365.61,162211.72,328600.94,136.19263,74.74824,2552.00,3,0
135,207831.16,161728.31,326139.09,136.19263,74.74824,2552.00,2,0
136,208296.70,161244.92,323677.25,136.19206,74.74824,2552.00,4,0
137,208762.25,160761.52,321215.41,136.19263,74.74824,2552.00,2,0
138,209227.80,160278.13,318753.53,136.1898,74.748215,2552.00,3,0
139,209693.34,159794.72,316291.69,136.18927,74.7482,2552.00,0,0
140,210158.89,159311.33,313829.84,136.19263,74.74824,2552.00,3,0
141,210624.44,158827.92,311367.97,136.18927,74.7482,2552.00,1,0
142,211089.98,158344.53,308906.13,136.19263,74.74824,2552.00,1,0
143,211555.53,157861.13,306444.28,136.18927,74.7482,2552.00,1,0
144,212021.08,157377.73,303982.44,136.19263,74.74824,2552.00,3,0
145,212486.63,156894.33,301520.56,136.19263,74.74824,2552.00,6,0
146,212952.16,156410.94,299058.72,136.18927,74.7482,2552.00,1,0
147,213417.70,155927.53,296596.88,136.19263,74.74824,2552.00,1,0
148,213883.25,155444.14,294135.00,136.19263,74.74824,2552.00,4,0
149,214348.80,154960.73,291673.16,136.1898,74.748215,2552.00,5,0
150,214814.34,154477.34,289211.31,136.18927,74.7482,2552.00,2,0
151,215279.89,153993.94,286749.44,136.19263,74.74824,2552.00,3,0
152,215745.44,153510.55,284287.59,136.18927,74.7482,2552.00,3,0
153,216210.98,153027.14,281825.75,136.18927,74.7482,2552.00,6,0
154,216676.53,152543.75,279363.91,136.18927,74.7482,2552.00,0,0
155,217142.19,152060.34,276902.03,136.18538,74.748215,2552.00,3,0
156,217607.86,151576.95,274440.19,136.18872,74.748215,2552.00,9,0
157,218073.55,151093.55,271978.34,136.1898,74.748215,2552.00,6,0
158,218539.23,150610.16,269516.47,136.18927,74.7482,2552.00,8,0
159,219004.91,150126.75,267054.63,136.18872,74.748215,2552.00,6,0
160,219470.59,149643.36,264592.78,136.18538,74.748215,2552.00,5,0
161,219936.28,149159.95,262130.92,136.18837,74.748184,2552.00,7,0
162,220401.97,148676.56,259669.06,136.18837,74.748184,2552.00,6,0
163,220867.61,148193.16,257207.22,136.18927,74.7482,2552.00,6,0
164,221338.53,147704.41,254747.02,136.18538,74.55607,2552.00,1,1
165,221810.03,147215.06,252286.98,136.18538,74.55607,2552.00,0,0
166,222281.53,146725.70,249826.97,136.1887,74.555885,2552.00,1,0
167,222753.02,146236.36,247366.94,136.1887,74.555885,2552.00,0,0
168,223224.52,145747.02,244906.92,136.1887,74.555885,2552.00,0,0
169,223696.02,145257.66,242446.91,136.1887,74.555885,2552.00,0,0
170,224167.52,144768.31,239986.88,136.1887,74.555885,2552.00,0,0
171,224639.00,144278.97,237526.86,136.1887,74.555885,2552.00,0,0
172,225110.50,143789.61,235066.83,136.1887,74.555885,2552.00,0,0
173,225582.00,143300.27,232606.81,136.1887,74.555885,2552.00,0,0
174,226053.50,142810.91,230146.80,136.1887,74.555885,2552.00,0,0
175,226525.00,142321.56,227686.77,136.1887,74.555885,2552.00,0,0
176,226996.48,141832.22,225226.75,136.1887,74.555885,2552.00,0,0
177,227467.98,141342.86,222766.72,136.1887,74.555885,2552.00,0,0
178,227939.48,140853.52,220306.70,136.1887,74.555885,2552.00,0,0
179,228410.98,140364.17,217846.69,136.1887,74.555885,2552.00,0,0
180,228882.48,139874.81,215386.66,136.1887,74.555885,2552.00,0,0
181,229406.52,139331.81,212949.03,136.09853,72.44861,2552.00,30,11
182,229941.92,138778.98,210516.02,136.00652,72.4487,2552.00,30,0
183,230478.33,138227.13,208083.00,135.91583,72.44864,2552.00,30,0
184,231015.72,137676.25,205650.00,135.82423,72.44867,2552.00,30,0
185,231554.05,137126.31,203216.98,135.73392,72.448685,2552.00,30,0
186,232093.39,136577.33,200783.97,135.6427,72.44864,2552.00,30,0
187,232633.70,136029.30,198350.95,135.55278,72.44881,2552.00,30,0
188,233174.98,135482.25,195917.94,135.46088,72.44863,2552.00,30,0
189,233717.25,134936.16,193484.92,135.37079,72.44871,2552.00,30,0
190,234260.55,134391.08,191051.91,135.27823,72.448654,2552.00,30,0
191,234804.75,133846.94,188618.89,134.71806,72.448654,2552.00,30,0
192,235349.89,133303.72,186185.88,134.62714,72.44872,2552.00,30,0
193,235896.05,132761.53,183752.88,134.53542,72.44863,2552.00,30,0
194,236443.16,132220.33,181319.86,134.44406,72.448616,2552.00,30,0
195,236991.23,131680.06,178886.84,134.3547,72.44882,2552.00,30,0
196,237540.28,131140.80,176453.83,134.26402,72.448685,2552.00,30,0
197,238090.28,130602.52,174020.81,134.17204,72.44864,2552.00,30,0
198,238641.27,130065.20,171587.80,134.08041,72.44863,2552.00,30,0
199,239193.19,129528.88,169154.78,133.98972,72.44867,2552.00,30,0
