时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
116,Off,0.0,0.0,'',0.0
117,Off,0.0,0.0,'',0.0
118,Off,0.0,0.0,'',0.0
119,Off,0.0,0.0,'',0.0
120,Off,0.0,0.0,'',0.0
121,Off,0.0,0.0,'',0.0
122,Off,0.0,0.0,'',0.0
123,Off,0.0,0.0,'',0.0
124,Off,0.0,0.0,'',0.0
125,Off,0.0,0.0,'',0.0
126,Off,0.0,0.0,'',0.0
127,Off,0.0,0.0,'',0.0
128,Off,0.0,0.0,'',0.0
129,Off,0.0,0.0,'',0.0
130,Off,0.0,0.0,'',0.0
131,Off,0.0,0.0,'',0.0
132,Off,0.0,0.0,'',0.0
133,Off,0.0,0.0,'',0.0
134,Off,0.0,0.0,'',0.0
135,Off,0.0,0.0,'',0.0
136,Off,0.0,0.0,'',0.0
137,Off,0.0,0.0,'',0.0
138,Off,0.0,0.0,'',0.0
139,Off,0.0,0.0,'',0.0
140,Off,0.0,0.0,'',0.0
141,On,8.483938,6.393444,'Fussy',0.3498812
142,On,9.529327,10.256479,'Fussy',0.40954652
143,On,10.391958,11.919189,'Fussy',0.42376485
144,On,0.0,0.0,'Fussy',0.30444118
145,On,10.305943,4.80513,'Fussy',0.46380708
146,On,3.8189087,9.863066,'Fussy',0.39369592
147,On,1.5653133,0.0,'Fussy',0.35211372
148,On,0.0,0.0,'Fussy',0.45022565
149,On,0.0,6.703329,'Fussy',0.3582831
150,On,0.0,0.0,'Fussy',0.350404
151,On,0.0,0.0,'Fussy',0.30645
152,On,0.0,0.0,'Fussy',0.3070026
153,On,0.0,4.9906883,'Fussy',0.4531985
154,On,0.0,0.0,'Fussy',0.49485344
155,On,0.14408398,0.0,'Fussy',0.3972792
156,On,0.0,13.646479,'Fussy',0.45032042
157,On,0.0,0.0,'Fussy',0.36007065
158,On,5.9346657,0.0,'Fussy',0.42620745
159,On,0.0,10.869667,'Fussy',0.4859982
160,On,2.4798584,12.967659,'Fussy',0.31336048
161,On,6.2167225,0.0,'Fussy',0.39377737
162,On,0.0,8.953896,'Fussy',0.34522992
163,On,5.942354,12.027029,'Fussy',0.4383477
164,On,0.0,0.0,'Fussy',0.35021052
165,On,16.090248,14.178608,'Fussy',0.4425689
166,On,0.0,6.8428326,'Fussy',0.4487089
167,On,12.662415,6.7883205,'Fussy',0.34688377
168,On,15.26593,11.800922,'Fussy',0.36951742
169,On,0.0,5.2112427,'Fussy',0.37081736
170,On,0.0,11.391836,'Fussy',0.31698534
171,On,3.9631386,0.0,'Fussy',0.34585184
172,On,0.0,4.87204,'Fussy',0.3123409
173,On,16.101357,0.0,'Fussy',0.37524945
174,On,11.305735,13.644497,'Fussy',0.38686657
175,On,6.547264,0.0,'Fussy',0.31000897
176,On,8.769644,0.0,'Fussy',0.47088188
177,On,0.0,0.0,'Fussy',0.45544648
178,On,6.360718,10.860605,'Fussy',0.42192978
179,On,1.3372402,14.438919,'Fussy',0.39085585
180,Off,0.0,0.0,'',0.0
181,Off,0.0,0.0,'',0.0
182,Off,0.0,0.0,'',0.0
183,Off,0.0,0.0,'',0.0
184,Off,0.0,0.0,'',0.0
185,Off,0.0,0.0,'',0.0
186,Off,0.0,0.0,'',0.0
187,Off,0.0,0.0,'',0.0
188,Off,0.0,0.0,'',0.0
189,Off,0.0,0.0,'',0.0
190,Off,0.0,0.0,'',0.0
191,Off,0.0,0.0,'',0.0
192,Off,0.0,0.0,'',0.0
193,Off,0.0,0.0,'',0.0
194,Off,0.0,0.0,'',0.0
195,Off,0.0,0.0,'',0.0
196,Off,0.0,0.0,'',0.0
197,Off,0.0,0.0,'',0.0
198,Off,0.0,0.0,'',0.0
199,Off,0.0,0.0,'',0.0
