时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
112,On,0.0,0.0,'Fussy',0.30203182
113,On,7.3200874,0.0,'Fussy',0.3353397
114,On,0.0,8.543346,'Fussy',0.3419893
115,On,11.493309,4.9563675,'Fussy',0.33408096
116,On,1.4666748,14.834417,'Fussy',0.43545467
117,On,13.915527,2.6981735,'Fussy',0.3514747
118,On,0.0,0.0,'Fussy',0.36679783
119,On,0.0,5.723955,'Fussy',0.36732942
120,On,0.0,0.0,'Fussy',0.49339104
121,On,0.0,1.7812653,'Fussy',0.30913198
122,On,12.218885,0.0,'Fussy',0.33648413
123,On,12.928658,0.0,'Fussy',0.3103523
124,On,0.0,0.0,'Fussy',0.47332186
125,On,0.0,0.0,'Fussy',0.34619522
126,On,0.0,0.0,'Fussy',0.3066985
127,On,5.440439,0.0,'Fussy',0.43851638
128,On,0.0,0.0,'Fussy',0.4428528
129,On,0.0,0.0,'Fussy',0.44851506
130,On,0.0,0.0,'Fussy',0.3849182
131,On,0.0,1.8462753,'Fussy',0.39467853
132,On,0.0,0.0,'Fussy',0.41263554
133,On,12.805916,1.3890285,'Fussy',0.31397814
134,On,0.0,0.0,'Fussy',0.3032958
135,On,10.193474,0.0,'Fussy',0.4952557
136,On,0.0,0.0,'Fussy',0.37069362
137,On,14.068207,12.230511,'Fussy',0.47735333
138,On,16.108053,5.6242943,'Fussy',0.4771365
139,On,0.0,2.8766403,'Fussy',0.3404049
140,On,0.19447422,0.6562729,'Fussy',0.32161933
141,On,6.874815,0.0,'Fussy',0.4118259
142,On,11.044571,1.6169853,'Fussy',0.32127237
143,On,0.0,0.0,'Fussy',0.31120142
144,On,10.216835,0.0,'Fussy',0.42420262
145,On,14.176352,0.0,'Fussy',0.44951814
146,On,0.0,0.0,'Fussy',0.32974175
147,On,0.69794273,2.4698696,'Fussy',0.3584305
148,On,0.0,0.0,'Fussy',0.49562398
149,On,3.039011,7.0475616,'Fussy',0.3453036
150,On,15.901005,0.0,'Fussy',0.4165556
151,On,7.0797997,8.38859,'Fussy',0.47956792
152,On,0.0,13.681038,'Fussy',0.38017553
153,On,0.0,8.509478,'Fussy',0.37399215
154,On,8.146463,6.70315,'Fussy',0.4145264
155,On,12.819792,0.0,'Fussy',0.34630734
156,On,16.15944,0.0,'Fussy',0.43906504
157,On,14.12022,0.0,'Fussy',0.3065767
158,On,5.08444,2.0371685,'Fussy',0.39432028
159,On,15.567024,9.326925,'Fussy',0.3944544
160,On,0.0,7.840763,'Fussy',0.43188104
161,On,12.976429,14.55183,'Fussy',0.4397688
162,On,0.0,4.0824184,'Fussy',0.3341604
163,On,3.0289364,0.0,'Fussy',0.47583616
164,On,6.159981,0.0,'Fussy',0.44940436
165,On,13.631111,0.0,'Fussy',0.46806523
166,On,5.191395,6.707245,'Fussy',0.47814083
167,On,7.645319,8.174204,'Fussy',0.38563687
168,On,1.43816,3.4033718,'Fussy',0.44851595
169,On,14.431114,0.0,'Fussy',0.4305907
170,On,6.482971,14.557089,'Fussy',0.3449379
171,On,0.0,0.0,'Fussy',0.42015833
172,On,0.0,0.0,'Fussy',0.4917103
173,On,0.0,12.466743,'Fussy',0.30265632
174,On,9.821636,0.0,'Fussy',0.38483655
175,On,8.535898,8.885546,'Fussy',0.46707377
176,On,13.783203,0.0,'Fussy',0.36423033
177,On,0.0,0.0,'Fussy',0.40841988
178,On,15.826115,14.73003,'Fussy',0.4378745
179,On,13.848251,12.428637,'Fussy',0.4460653
180,On,0.0,13.121006,'Fussy',0.33121532
181,On,16.873734,0.0,'Fussy',0.43109828
182,On,0.31272697,3.542801,'Fussy',0.34471646
183,On,3.2301197,14.993853,'Fussy',0.30622834
184,On,5.3834,0.0,'Fussy',0.35857207
185,On,0.0,0.0,'Fussy',0.41953734
186,On,0.0,0.0,'Fussy',0.467027
187,On,0.0,0.0,'Fussy',0.402304
188,On,8.6999035,13.514618,'Fussy',0.3167199
189,On,9.913649,6.27569,'Fussy',0.4043243
190,On,0.0,5.804968,'Fussy',0.4884475
191,On,0.6750221,9.808878,'Fussy',0.34216905
192,On,16.003963,5.4474506,'Fussy',0.47784114
193,On,5.717577,0.0,'Fussy',0.45282236
194,On,16.528404,0.0,'Fussy',0.3829492
195,On,1.4445877,3.8089046,'Fussy',0.40855312
196,On,14.78096,0.0,'Fussy',0.31036448
197,On,16.290417,0.88408375,'Fussy',0.31733245
198,On,10.669571,0.0,'Fussy',0.34993565
199,On,6.1953583,0.0,'Fussy',0.4800505
