时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
33,59617.25,310885.00,399036.38,135.23862,0.0,2552.00,10,0
34,61421.80,309080.50,399036.38,135.24094,0.0,2552.00,9,0
35,63226.32,307276.00,399036.38,134.7611,0.0,2552.00,6,0
36,65030.85,305471.50,399036.38,135.23875,0.0,2552.00,5,0
37,66835.41,303667.00,399036.38,134.7588,0.0,2552.00,6,0
38,68639.92,301862.50,399036.38,135.23875,0.0,2552.00,4,0
39,70444.48,300057.97,399036.38,134.7588,0.0,2552.00,6,0
40,72248.99,298253.47,399036.38,135.23875,0.0,2552.00,4,0
41,74053.55,296448.97,399036.38,134.7588,0.0,2552.00,6,0
42,75858.06,294644.47,399036.38,135.23875,0.0,2552.00,4,0
43,77662.62,292839.97,399036.38,134.7588,0.0,2552.00,6,0
44,79467.13,291035.47,399036.38,135.23875,0.0,2552.00,4,0
45,81271.69,289230.97,399036.38,134.7588,0.0,2552.00,6,0
46,83076.20,287426.44,399036.38,135.23875,0.0,2552.00,4,0
47,84880.76,285621.94,399036.38,134.7588,0.0,2552.00,6,0
48,86685.27,283817.44,399036.38,135.23875,0.0,2552.00,4,0
49,88489.83,282012.94,399036.38,134.7588,0.0,2552.00,6,0
50,90294.34,280208.44,399036.38,135.23875,0.0,2552.00,4,0
51,92098.90,278403.94,399036.38,134.7588,0.0,2552.00,6,0
52,93903.41,276599.44,399036.38,135.23875,0.0,2552.00,4,0
53,95707.97,274794.94,399036.38,134.7588,0.0,2552.00,6,0
54,97512.48,272990.41,399036.38,135.23875,0.0,2552.00,4,0
55,99317.04,271185.91,399036.38,134.7588,0.0,2552.00,6,0
56,101121.55,269381.41,399036.38,135.23875,0.0,2552.00,4,0
57,102926.11,267576.91,399036.38,134.7588,0.0,2552.00,6,0
58,104730.63,265772.41,399036.38,135.23875,0.0,2552.00,4,0
59,106535.18,263967.91,399036.38,134.7588,0.0,2552.00,6,0
60,108339.69,262163.41,399036.38,135.23875,0.0,2552.00,4,0
61,110144.25,260358.89,399036.38,134.7588,0.0,2552.00,6,0
62,111948.76,258554.38,399036.38,135.23875,0.0,2552.00,4,0
63,113753.32,256749.88,399036.38,134.7588,0.0,2552.00,6,0
64,115557.83,254945.38,399036.38,134.76123,0.0,2552.00,5,0
65,117362.39,253140.88,399036.38,134.75797,0.0,2552.00,7,0
66,119166.90,251336.36,399036.38,135.2385,0.0,2552.00,4,0
67,120971.42,249531.86,399036.38,134.75717,0.0,2552.00,10,0
68,122775.98,247727.33,399036.38,135.24017,0.0,2552.00,7,0
69,124580.52,245922.83,399036.38,134.76097,0.0,2552.00,5,0
70,126385.04,244118.31,399036.38,134.7569,0.0,2552.00,5,0
71,128189.66,242313.81,399036.38,135.24034,0.0,2552.00,5,0
72,129994.17,240509.31,399036.38,135.2431,0.0,2552.00,7,0
73,131798.67,238704.80,399036.38,135.24017,0.0,2552.00,1,0
74,133603.19,236900.30,399036.38,134.75797,0.0,2552.00,6,0
75,135407.73,235095.83,399036.38,134.75145,0.0,2552.00,8,0
76,137212.25,233291.34,399036.38,135.23984,0.0,2552.00,10,0
77,139016.75,231486.83,399036.38,134.75797,0.0,2552.00,12,0
78,140821.28,229682.33,399036.38,134.75797,0.0,2552.00,12,0
79,142625.80,227877.83,399036.38,134.75797,0.0,2552.00,8,0
80,144430.31,226073.31,399036.38,134.76091,0.0,2552.00,9,0
81,146234.91,224268.88,399036.38,134.7547,0.0,2552.00,8,0
82,148039.41,222464.36,399036.38,135.24017,0.0,2552.00,11,0
83,149843.92,220659.84,399036.38,135.23984,0.0,2552.00,12,0
84,151648.48,218855.39,399036.38,134.7547,0.0,2552.00,5,0
85,153452.94,217050.84,399036.38,135.24637,0.0,2552.00,7,0
86,155257.58,215246.44,399036.38,134.76123,0.0,2552.00,11,0
87,157062.00,213441.83,399036.38,135.2431,0.0,2552.00,12,0
88,158866.63,211637.44,399036.38,134.7547,0.0,2552.00,8,0
89,160671.08,209832.86,399036.38,135.2431,0.0,2552.00,8,0
90,162475.64,208028.39,399036.38,134.7547,0.0,2552.00,6,0
91,164280.16,206223.89,399036.38,134.76123,0.0,2552.00,6,0
92,166084.66,204419.39,399036.38,134.76123,0.0,2552.00,14,0
93,167889.19,202614.91,399036.38,134.75764,0.0,2552.00,11,0
94,169693.69,200810.39,399036.38,134.75797,0.0,2552.00,6,0
95,171498.20,199005.89,399036.38,134.75797,0.0,2552.00,10,0
96,173302.80,197201.45,399036.38,134.7547,0.0,2552.00,11,0
97,175107.33,195396.97,399036.38,135.2431,0.0,2552.00,8,0
98,176911.78,193592.41,399036.38,135.24637,0.0,2552.00,5,0
99,178716.36,191787.95,399036.38,135.2431,0.0,2552.00,11,0
100,180520.86,189983.44,399036.38,135.23984,0.0,2552.00,1,0
101,182320.33,188180.20,398904.19,135.3376,5.749282,2552.00,30,30
102,184098.09,186392.16,398517.41,135.42612,11.498223,2552.00,30,30
103,185836.53,184637.47,397879.94,135.51645,17.248243,2552.00,30,30
104,187518.19,182933.95,396998.38,135.60591,22.997978,2552.00,30,30
105,189126.56,181299.05,395881.41,135.697,28.74699,2552.00,30,30
106,190645.59,179749.52,394540.28,135.78325,34.496376,2552.00,30,30
107,192060.45,178301.30,392988.47,135.87361,40.248924,2552.00,30,30
108,193357.22,176969.33,391241.66,135.96152,45.998005,2552.00,30,30
109,194523.27,175767.34,389317.31,136.05359,51.746975,2552.00,30,30
110,195547.36,174708.00,387235.03,136.14386,57.496864,2552.00,30,30
111,196419.66,173802.47,385015.47,136.23576,63.247124,2552.00,30,30
112,197131.98,173060.34,382681.09,136.33188,68.99854,2552.00,30,30
113,197686.16,172480.86,380259.09,136.42331,73.024666,2552.00,30,21
114,198200.16,171941.45,377818.31,136.51614,73.02462,2552.00,30,0
115,198713.19,171401.13,375377.50,136.60973,73.02464,2552.00,30,0
116,199225.23,170859.88,372936.72,136.70186,73.02453,2552.00,30,0
117,199736.33,170317.72,370495.91,136.79521,73.02463,2552.00,30,0
118,200246.44,169774.64,368055.13,136.88708,73.024414,2552.00,30,0
119,200755.61,169230.69,365614.31,136.97801,73.02443,2552.00,30,0
120,201263.83,168685.84,363173.53,137.0708,73.024475,2552.00,30,0
121,201771.06,168140.08,360732.72,137.16545,73.02466,2552.00,30,0
122,202277.31,167593.41,358291.94,137.26083,73.024475,2552.00,30,0
123,202782.59,167045.81,355851.13,137.35413,73.02454,2552.00,30,0
124,203286.89,166497.30,353410.34,137.4504,73.024666,2552.00,30,0
125,203790.20,165947.89,350969.53,137.5452,73.02464,2552.00,30,0
126,204292.52,165397.58,348528.75,137.64069,73.02469,2552.00,30,0
127,204793.83,164846.38,346087.94,137.73402,73.02458,2552.00,30,0
128,205294.16,164294.28,343647.16,137.82874,73.02453,2552.00,30,0
129,205793.52,163741.30,341206.38,137.92297,73.02467,2552.00,30,0
130,206291.94,163187.45,338765.56,138.0162,73.02451,2552.00,30,0
131,206789.38,162632.73,336324.78,138.10963,73.024414,2552.00,30,0
132,207285.81,162077.16,333883.97,138.20262,73.02453,2552.00,30,0
133,207781.30,161520.69,331443.19,138.29575,73.024704,2552.00,30,0
134,208275.80,160963.36,329002.38,138.38896,73.02453,2552.00,30,0
135,208769.33,160405.17,326561.59,138.48181,73.024445,2552.00,30,0
136,209261.91,159846.11,324120.78,138.57825,73.024414,2552.00,30,0
137,209753.48,159286.17,321680.00,138.67195,73.0246,2552.00,30,0
138,210244.09,158725.44,319239.19,138.75233,73.02454,2552.00,26,0
139,210734.36,158164.22,316798.41,138.75214,73.024414,2552.00,0,0
140,211224.63,157603.00,314357.59,138.76439,73.024666,2552.00,4,0
141,211714.89,157041.78,311916.81,138.76439,73.024666,2552.00,0,0
142,212204.97,156480.56,309476.00,138.7767,73.02454,2552.00,4,0
143,212694.78,155919.34,307035.22,138.77954,73.02446,2552.00,1,0
144,213184.58,155358.13,304594.41,138.77954,73.02446,2552.00,0,0
145,213674.39,154796.91,302153.63,138.78247,73.024666,2552.00,1,0
146,214164.20,154235.69,299712.84,138.78247,73.024666,2552.00,0,0
147,214654.00,153674.47,297272.03,138.78596,73.02454,2552.00,1,0
148,215143.81,153112.91,294831.25,138.79822,73.024445,2552.00,4,0
149,215633.63,152551.22,292390.44,138.79822,73.024445,2552.00,0,0
150,216123.42,151989.55,289949.66,138.79822,73.024445,2552.00,0,0
151,216613.23,151427.88,287508.84,138.79822,73.024445,2552.00,0,0
152,217103.05,150866.20,285068.06,138.79822,73.024445,2552.00,0,0
153,217592.84,150304.52,282627.25,138.79822,73.024445,2552.00,0,0
154,218082.66,149742.84,280186.47,138.79822,73.024445,2552.00,0,0
155,218572.47,149181.17,277745.66,138.79822,73.024445,2552.00,0,0
156,219062.27,148619.48,275304.88,138.79822,73.024445,2552.00,0,0
157,219552.08,148057.81,272864.06,138.79822,73.024445,2552.00,0,0
158,220041.89,147496.14,270423.28,138.79822,73.024445,2552.00,0,0
159,220531.69,146934.47,267982.47,138.79822,73.024445,2552.00,0,0
160,221021.50,146372.78,265541.69,138.79822,73.024445,2552.00,0,0
161,221511.31,145811.11,263100.91,138.79822,73.024445,2552.00,2,0
162,222001.11,145249.44,260660.09,138.79822,73.024445,2552.00,0,0
163,222490.92,144687.77,258219.30,138.79822,73.024445,2552.00,0,0
164,222980.73,144126.08,255778.50,138.79822,73.024445,2552.00,0,0
165,223470.53,143564.41,253337.70,138.79822,73.024445,2552.00,0,0
166,223960.34,143002.73,250896.91,138.79822,73.024445,2552.00,0,0
167,224450.16,142441.06,248456.11,138.79822,73.024445,2552.00,0,0
168,224939.95,141879.38,246015.31,138.79822,73.024445,2552.00,0,0
169,225429.77,141317.70,243574.53,138.79822,73.024445,2552.00,0,0
170,225919.58,140756.03,241133.73,138.79822,73.024445,2552.00,0,0
171,226409.38,140194.34,238692.94,138.79822,73.024445,2552.00,0,0
172,226899.19,139632.67,236252.14,138.79822,73.024445,2552.00,0,0
173,227389.00,139071.00,233811.34,138.79822,73.024445,2552.00,0,0
174,227878.80,138509.33,231370.55,138.79822,73.024445,2552.00,0,0
175,228368.61,137947.64,228929.75,138.79822,73.024445,2552.00,0,0
176,228858.41,137385.97,226488.95,138.79822,73.024445,2552.00,0,0
177,229348.22,136824.30,224048.16,138.79822,73.024445,2552.00,0,0
178,229838.03,136262.63,221607.36,138.79822,73.024445,2552.00,0,0
179,230327.83,135700.94,219166.56,138.79822,73.024445,2552.00,0,0
180,230817.64,135139.27,216725.77,138.79822,73.024445,2552.00,0,0
181,231287.47,134601.67,214275.83,138.70467,73.79191,2552.00,30,4
182,231757.13,134066.09,211825.42,138.61267,73.7919,2552.00,30,0
183,232227.72,133531.34,209375.02,138.5179,73.79194,2552.00,30,0
184,232699.27,132997.41,206924.61,138.42041,73.79194,2552.00,30,0
185,233171.77,132464.34,204474.20,138.3236,73.79182,2552.00,30,0
186,233645.27,131932.16,202023.78,138.22466,73.79188,2552.00,30,0
187,234119.70,131400.83,199573.38,138.12936,73.79191,2552.00,30,0
188,234595.09,130870.33,197122.97,138.0365,73.79165,2552.00,30,0
189,235071.39,130340.66,194672.56,137.94377,73.79179,2552.00,30,0
190,235548.64,129811.81,192222.16,137.85062,73.7918,2552.00,30,0
191,236026.81,129283.80,189771.75,137.7565,73.79165,2552.00,30,0
192,236505.91,128756.67,187321.33,137.66249,73.79174,2552.00,30,0
193,236985.94,128230.39,184870.92,137.56897,73.79178,2552.00,30,0
194,237466.91,127704.94,182420.52,137.4756,73.791824,2552.00,30,0
195,237948.80,127180.34,179970.11,137.38266,73.791885,2552.00,30,0
196,238431.59,126656.59,177519.70,137.28964,73.791824,2552.00,30,0
197,238915.31,126133.68,175069.30,137.19731,73.79179,2552.00,30,0
198,239399.98,125611.63,172618.88,137.10431,73.79182,2552.00,30,0
199,239885.56,125090.44,170168.47,137.0123,73.79174,2552.00,30,0
