时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
73,131792.63,238641.38,399071.78,134.75656,0.0,2552.00,6,0
74,133597.19,236836.92,399071.78,134.75363,0.0,2552.00,7,0
75,135401.72,235032.44,399071.78,135.23909,0.0,2552.00,11,0
76,137206.22,233227.94,399071.78,135.24203,0.0,2552.00,5,0
77,139010.73,231423.44,399071.78,134.7569,0.0,2552.00,13,0
78,140815.23,229618.92,399071.78,134.7569,0.0,2552.00,6,0
79,142619.73,227814.42,399071.78,134.75981,0.0,2552.00,9,0
80,144424.23,226009.92,399071.78,134.7569,0.0,2552.00,9,0
81,146228.84,224205.50,399071.78,134.75363,0.0,2552.00,9,0
82,148033.36,222401.00,399071.78,135.23875,0.0,2552.00,5,0
83,149837.86,220596.50,399071.78,134.76016,0.0,2552.00,1,0
84,151642.36,218792.00,399071.78,134.76016,0.0,2552.00,6,0
85,153446.88,216987.48,399071.78,134.75981,0.0,2552.00,8,0
86,155251.42,215183.03,399071.78,134.75363,0.0,2552.00,8,0
87,157055.92,213378.50,399071.78,135.24203,0.0,2552.00,6,0
88,158860.50,211574.06,399071.78,134.75363,0.0,2552.00,8,0
89,160665.03,209769.56,399071.78,134.76048,0.0,2552.00,10,0
90,162469.53,207965.06,399071.78,135.23875,0.0,2552.00,7,0
91,164274.03,206160.55,399071.78,134.76016,0.0,2552.00,7,0
92,166078.53,204356.05,399071.78,134.7569,0.0,2552.00,5,0
93,167883.09,202551.58,399071.78,134.7569,0.0,2552.00,6,0
94,169687.63,200747.08,399071.78,134.75656,0.0,2552.00,12,0
95,171492.13,198942.58,399071.78,135.23875,0.0,2552.00,12,0
96,173296.63,197138.08,399071.78,134.7569,0.0,2552.00,8,0
97,175101.14,195333.58,399071.78,134.76016,0.0,2552.00,3,0
98,176905.67,193529.08,399071.78,134.75656,0.0,2552.00,9,0
99,178710.22,191724.61,399071.78,134.76016,0.0,2552.00,7,0
100,180514.73,189920.13,399071.78,134.75395,0.0,2552.00,12,0
101,182318.17,188120.84,398939.56,134.65639,5.7492814,2552.00,30,30
102,184106.48,186343.34,398552.81,134.5646,11.496412,2552.00,30,30
103,185861.56,184605.25,397915.53,134.47046,17.242426,2552.00,30,30
104,187565.61,182923.94,397034.22,134.37794,22.989233,2552.00,30,30
105,189201.13,181316.02,395917.63,134.2848,28.738842,2552.00,30,30
106,190751.47,179797.47,394576.91,134.19145,34.486897,2552.00,30,30
107,192200.61,178383.14,393025.47,134.09888,40.237938,2552.00,30,30
108,193533.42,177086.92,391278.88,134.01147,45.988842,2552.00,30,30
109,194736.19,175921.33,389354.75,133.92137,51.73919,2552.00,30,30
110,195796.25,174897.64,387272.53,133.82791,57.490974,2552.00,30,30
111,196702.52,174025.66,385053.13,133.73181,63.239685,2552.00,30,30
112,197445.31,173313.63,382718.94,133.63925,68.99105,2552.00,30,30
113,198023.63,172761.28,380296.16,133.54152,73.20928,2552.00,30,22
114,198557.67,172253.05,377852.59,133.45137,73.2092,2552.00,30,0
115,199092.64,171745.78,375409.06,133.35776,73.209236,2552.00,30,0
116,199628.50,171239.47,372965.50,133.26501,73.20912,2552.00,30,0
117,200165.25,170734.11,370521.97,133.17267,73.20925,2552.00,30,0
118,200702.89,170229.70,368078.44,133.08022,73.209236,2552.00,30,0
119,201241.44,169726.23,365634.88,132.98866,73.2091,2552.00,30,0
120,201780.88,169223.73,363191.34,132.89412,73.20918,2552.00,30,0
121,202321.20,168722.19,360747.81,132.79884,73.209,2552.00,30,0
122,202862.44,168221.66,358304.25,132.7051,73.2092,2552.00,30,0
123,203404.58,167722.06,355860.72,132.61345,73.20906,2552.00,30,0
124,203947.59,167223.44,353417.19,132.51768,73.20902,2552.00,30,0
125,204491.48,166725.78,350973.63,132.42285,73.209,2552.00,30,0
126,205036.23,166229.06,348530.09,132.3439,73.20902,2552.00,25,0
127,205581.64,165733.05,346086.56,132.28801,73.209145,2552.00,18,0
128,206127.28,165237.30,343643.00,132.27823,73.20906,2552.00,3,0
129,206672.94,164741.53,341199.47,132.27823,73.20906,2552.00,0,0
130,207218.59,164245.77,338755.91,132.27481,73.20913,2552.00,1,0
131,207764.25,163750.02,336312.38,132.27481,73.20913,2552.00,0,0
132,208309.91,163254.25,333868.84,132.27481,73.20913,2552.00,0,0
133,208855.56,162758.50,331425.28,132.27481,73.20913,2552.00,0,0
134,209401.22,162262.73,328981.75,132.27481,73.20913,2552.00,0,0
135,209946.88,161766.98,326538.22,132.27481,73.20913,2552.00,0,0
136,210492.52,161271.22,324094.66,132.27481,73.20913,2552.00,0,0
137,211036.98,160776.56,321650.75,132.27051,73.400696,2552.00,1,1
138,211576.69,160286.70,319205.38,132.25505,73.40089,2552.00,13,0
139,212116.39,159796.89,316760.00,132.2585,73.40068,2552.00,11,0
140,212656.09,159307.08,314314.63,132.25505,73.40089,2552.00,9,0
141,213195.80,158817.28,311869.25,132.2585,73.40068,2552.00,3,0
142,213735.50,158327.47,309423.88,132.25505,73.40089,2552.00,5,0
143,214275.20,157837.66,306978.50,132.25505,73.40089,2552.00,6,0
144,214814.91,157347.86,304533.16,132.2585,73.40068,2552.00,7,0
145,215354.61,156858.05,302087.78,132.2585,73.40068,2552.00,6,0
146,215894.31,156368.23,299642.41,132.25505,73.40089,2552.00,7,0
147,216434.02,155878.44,297197.03,132.25505,73.40089,2552.00,4,0
148,216973.72,155388.63,294751.66,132.2585,73.40068,2552.00,11,0
149,217513.42,154898.81,292306.28,132.2554,73.4007,2552.00,7,0
150,218053.13,154409.02,289860.91,132.25815,73.400894,2552.00,5,0
151,218592.83,153919.20,287415.53,132.25505,73.40089,2552.00,7,0
152,219132.53,153429.39,284970.16,132.25505,73.40089,2552.00,12,0
153,219672.23,152939.59,282524.78,132.2554,73.4007,2552.00,8,0
154,220211.94,152449.78,280079.41,132.25815,73.400894,2552.00,9,0
155,220751.64,151959.97,277634.03,132.2554,73.4007,2552.00,9,0
156,221291.34,151470.17,275188.66,132.2585,73.40068,2552.00,11,0
157,221831.06,150980.36,272743.28,132.2554,73.4007,2552.00,7,0
158,222370.77,150490.56,270297.91,132.2585,73.40068,2552.00,9,0
159,222910.47,150000.75,267852.53,132.25505,73.40089,2552.00,7,0
160,223450.17,149510.94,265407.16,132.25815,73.400894,2552.00,9,0
161,223989.88,149021.14,262961.78,132.2554,73.4007,2552.00,7,0
162,224529.58,148531.33,260516.42,132.25505,73.40089,2552.00,12,0
163,225069.28,148041.52,258071.05,132.2585,73.40068,2552.00,7,0
164,225608.98,147551.70,255625.59,132.2585,73.39985,2552.00,8,0
165,226148.69,147061.89,253179.77,132.25505,73.399895,2552.00,1,0
166,226688.39,146572.08,250733.94,132.25505,73.399895,2552.00,0,0
167,227228.09,146082.28,248288.09,132.25505,73.399895,2552.00,0,0
168,227767.80,145592.47,245842.27,132.25505,73.399895,2552.00,0,0
169,228307.50,145102.66,243396.44,132.25505,73.399895,2552.00,0,0
170,228847.20,144612.86,240950.61,132.25505,73.399895,2552.00,0,0
171,229386.91,144123.05,238504.78,132.25505,73.399895,2552.00,0,0
172,229926.61,143633.23,236058.94,132.25505,73.399895,2552.00,0,0
173,230466.31,143143.44,233613.11,132.25505,73.399895,2552.00,0,0
174,231006.02,142653.63,231167.28,132.25505,73.399895,2552.00,0,0
175,231545.72,142163.81,228721.45,132.25505,73.399895,2552.00,0,0
176,232085.42,141674.02,226275.63,132.25505,73.399895,2552.00,0,0
177,232625.13,141184.20,223829.78,132.25505,73.399895,2552.00,0,0
178,233164.83,140694.39,221383.95,132.25505,73.399895,2552.00,0,0
179,233704.53,140204.59,218938.13,132.25505,73.399895,2552.00,0,0
180,234250.22,139709.66,216494.86,132.2553,73.208176,2552.00,0,1
181,234783.80,139224.50,214046.81,132.3484,73.59138,2552.00,30,2
182,235316.33,138738.58,211598.69,132.44337,73.5915,2552.00,30,0
183,235847.98,138251.69,209150.58,132.53812,73.59151,2552.00,30,0
184,236378.77,137763.86,206702.45,132.63216,73.59139,2552.00,30,0
185,236908.66,137275.06,204254.33,132.72833,73.591484,2552.00,30,0
186,237437.67,136785.31,201806.22,132.8226,73.59132,2552.00,30,0
187,237965.80,136294.61,199358.09,132.91782,73.59151,2552.00,30,0
188,238493.05,135802.98,196909.97,133.01064,73.59144,2552.00,30,0
189,239019.42,135310.41,194461.86,133.10213,73.59122,2552.00,30,0
190,239544.94,134816.92,192013.73,133.19403,73.59144,2552.00,30,0
191,240069.59,134322.53,189565.61,133.2863,73.591484,2552.00,30,0
192,240593.38,133827.17,187117.50,133.37898,73.59145,2552.00,30,0
193,241116.23,133330.92,184669.38,133.4715,73.591255,2552.00,30,0
194,241638.23,132833.70,182221.25,133.56549,73.59146,2552.00,30,0
195,242159.33,132335.56,179773.13,133.65869,73.59135,2552.00,30,0
196,242679.53,131836.45,177325.02,133.75064,73.59132,2552.00,30,0
197,243198.86,131336.44,174876.89,133.84296,73.59152,2552.00,30,0
198,243717.27,130835.49,172428.77,133.93506,73.59139,2552.00,30,0
199,244234.77,130333.60,169980.66,134.0281,73.59133,2552.00,30,0
