时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
112,On,0.0,0.0,'Fussy',0.49241874
113,On,0.0,0.0,'Fussy',0.40287846
114,On,9.858196,1.6545944,'Fussy',0.3570008
115,On,8.66464,6.6870956,'Fussy',0.4918421
116,On,1.9277096,0.0,'Fussy',0.49610227
117,On,15.284622,4.081951,'Fussy',0.4977406
118,On,0.0,0.0,'Fussy',0.32037118
119,On,0.0,0.0,'Fussy',0.30864236
120,On,8.899639,0.97460365,'Fussy',0.34821028
121,On,4.87582,9.59671,'Fussy',0.4413524
122,On,0.0,13.94779,'Fussy',0.49991536
123,On,9.645348,0.0,'Fussy',0.30094916
124,On,0.0,13.998907,'Fussy',0.36288872
125,On,0.0,6.362858,'Fussy',0.370965
126,On,4.8544273,0.0,'Fussy',0.3084164
127,On,0.0,13.72678,'Fussy',0.31078118
128,On,14.982573,0.0,'Fussy',0.31346533
129,On,15.33704,0.0,'Fussy',0.48270082
130,On,4.814974,2.926363,'Fussy',0.31855908
131,On,11.279877,11.049765,'Fussy',0.48443365
132,On,0.0,9.671843,'Fussy',0.40353906
133,On,0.0,14.40826,'Fussy',0.43070424
134,On,8.055328,0.0,'Fussy',0.3624549
135,On,3.3738556,12.0170555,'Fussy',0.3282304
136,On,13.713581,10.185951,'Fussy',0.39258277
137,On,11.354559,0.0,'Fussy',0.3124544
138,On,14.637213,0.0,'Fussy',0.3800764
139,On,1.4683228,0.0,'Fussy',0.31275547
140,On,8.562815,0.0,'Fussy',0.3781848
141,On,0.0,4.711321,'Fussy',0.41590118
142,On,1.777111,0.8144493,'Fussy',0.39068073
143,On,0.0,0.0,'Fussy',0.39858124
144,On,15.569096,0.0,'Fussy',0.39361846
145,On,0.0,0.57982826,'Fussy',0.49884382
146,On,0.0,0.0,'Fussy',0.43568
147,On,15.717657,5.8410435,'Fussy',0.4197473
148,On,0.0,0.0,'Fussy',0.3665932
149,On,7.2379,11.593552,'Fussy',0.3423826
150,On,1.7656922,0.35936466,'Carrier1',0.5765734
151,On,1.8106729,0.36476895,'Carrier1',0.5458714
152,On,1.8565673,0.37115026,'Carrier1',0.42893198
153,On,1.9025891,0.3769049,'Carrier1',0.562944
154,On,1.9487299,0.38359454,'Carrier1',0.45111376
155,On,0.0,7.383009,'Fussy',0.43639058
156,Off,0.0,0.0,'',0.0
157,Off,0.0,0.0,'',0.0
158,Off,0.0,0.0,'',0.0
159,Off,0.0,0.0,'',0.0
160,Off,0.0,0.0,'',0.0
161,Off,0.0,0.0,'',0.0
162,Off,0.0,0.0,'',0.0
163,Off,0.0,0.0,'',0.0
164,Off,0.0,0.0,'',0.0
165,Off,0.0,0.0,'',0.0
166,Off,0.0,0.0,'',0.0
167,Off,0.0,0.0,'',0.0
168,Off,0.0,0.0,'',0.0
169,Off,0.0,0.0,'',0.0
170,Off,0.0,0.0,'',0.0
171,Off,0.0,0.0,'',0.0
172,Off,0.0,0.0,'',0.0
173,Off,0.0,0.0,'',0.0
174,Off,0.0,0.0,'',0.0
175,Off,0.0,0.0,'',0.0
176,Off,0.0,0.0,'',0.0
177,Off,0.0,0.0,'',0.0
178,Off,0.0,0.0,'',0.0
179,Off,0.0,0.0,'',0.0
180,Off,0.0,0.0,'',0.0
181,Off,0.0,0.0,'',0.0
182,Off,0.0,0.0,'',0.0
183,Off,0.0,0.0,'',0.0
184,Off,0.0,0.0,'',0.0
185,Off,0.0,0.0,'',0.0
186,Off,0.0,0.0,'',0.0
187,Off,0.0,0.0,'',0.0
188,Off,0.0,0.0,'',0.0
189,Off,0.0,0.0,'',0.0
190,Off,0.0,0.0,'',0.0
191,Off,0.0,0.0,'',0.0
192,Off,0.0,0.0,'',0.0
193,Off,0.0,0.0,'',0.0
194,Off,0.0,0.0,'',0.0
195,Off,0.0,0.0,'',0.0
196,Off,0.0,0.0,'',0.0
197,Off,0.0,0.0,'',0.0
198,Off,0.0,0.0,'',0.0
199,Off,0.0,0.0,'',0.0
