时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
62,111852.39,258459.50,399084.31,134.75832,0.0,2552.00,0,0
63,113657.13,256655.00,399084.31,134.75832,0.0,2552.00,0,0
64,115461.86,254850.50,399084.31,134.75832,0.0,2552.00,0,0
65,117266.59,253045.98,399084.31,134.75832,0.0,2552.00,0,0
66,119071.33,251241.48,399084.31,134.75832,0.0,2552.00,0,0
67,120876.06,249436.98,399084.31,134.75832,0.0,2552.00,0,0
68,122679.73,247631.59,399084.31,135.28558,0.0,2552.00,19,0
69,124484.08,245826.86,399084.31,134.73482,0.0,2552.00,27,0
70,126288.83,244022.52,399084.31,135.25288,0.0,2552.00,15,0
71,128093.20,242217.83,399084.31,134.74712,0.0,2552.00,10,0
72,129897.86,240413.41,399084.31,135.24419,0.0,2552.00,9,0
73,131702.36,238608.91,399084.31,135.24094,0.0,2552.00,7,0
74,133506.86,236804.39,399084.31,135.23767,0.0,2552.00,7,0
75,135311.42,234999.89,399084.31,134.7558,0.0,2552.00,8,0
76,137115.92,233195.39,399084.31,135.23767,0.0,2552.00,8,0
77,138920.44,231390.89,399084.31,134.75906,0.0,2552.00,7,0
78,140724.95,229586.38,399084.31,134.75906,0.0,2552.00,4,0
79,142529.55,227781.89,399084.31,134.7558,0.0,2552.00,9,0
80,144334.14,225977.39,399084.31,135.24094,0.0,2552.00,5,0
81,146138.64,224172.88,399084.31,135.24094,0.0,2552.00,8,0
82,147943.14,222368.38,399084.31,134.75906,0.0,2552.00,2,0
83,149747.66,220563.88,399084.31,134.75906,0.0,2552.00,10,0
84,151552.23,218759.38,399084.31,134.75906,0.0,2552.00,8,0
85,153356.73,216954.86,399084.31,134.75906,0.0,2552.00,6,0
86,155161.23,215150.36,399084.31,134.75906,0.0,2552.00,6,0
87,156965.80,213345.86,399084.31,134.75906,0.0,2552.00,8,0
88,158770.38,211541.34,399084.31,134.75906,0.0,2552.00,8,0
89,160574.88,209736.84,399084.31,134.75906,0.0,2552.00,6,0
90,162379.38,207932.34,399084.31,134.75906,0.0,2552.00,6,0
91,164183.92,206127.84,399084.31,134.75906,0.0,2552.00,8,0
92,165988.52,204323.33,399084.31,134.75906,0.0,2552.00,8,0
93,167793.02,202518.83,399084.31,134.75906,0.0,2552.00,6,0
94,169597.52,200714.33,399084.31,134.75906,0.0,2552.00,6,0
95,171402.06,198909.83,399084.31,134.75906,0.0,2552.00,8,0
96,173206.66,197105.31,399084.31,134.75906,0.0,2552.00,8,0
97,175011.16,195300.81,399084.31,134.75906,0.0,2552.00,6,0
98,176815.66,193496.31,399084.31,134.75906,0.0,2552.00,6,0
99,178620.20,191691.80,399084.31,134.75906,0.0,2552.00,8,0
100,180424.80,189887.30,399084.31,134.75906,0.0,2552.00,8,0
101,182224.47,188084.27,398952.13,135.33214,5.749282,2552.00,30,30
102,184002.38,186296.31,398565.38,135.42229,11.497617,2552.00,30,30
103,185740.92,184541.73,397927.97,135.51254,17.247637,2552.00,30,30
104,187422.81,182838.34,397046.41,135.60449,22.99738,2552.00,30,30
105,189031.25,181203.52,395929.50,135.69345,28.74642,2552.00,30,30
106,190550.34,179653.95,394588.47,135.78488,34.49334,2552.00,30,30
107,191965.22,178205.64,393036.78,135.87384,40.243343,2552.00,30,30
108,193262.17,176873.70,391290.09,135.94244,45.995308,2552.00,23,30
109,194429.53,175672.95,389365.84,135.96234,51.745853,2552.00,7,30
110,195456.30,174616.19,387283.53,135.98058,57.497185,2552.00,5,30
111,196332.23,173714.13,385064.00,135.98749,63.247158,2552.00,5,30
112,197048.73,172976.11,382729.63,135.9924,68.9985,2552.00,2,30
113,197598.67,172409.56,380304.03,135.99332,74.74935,2552.00,4,30
114,198060.56,171933.94,377839.41,135.99356,74.94203,2552.00,6,1
115,198522.45,171458.33,375374.81,135.99318,74.94201,2552.00,2,0
116,198984.33,170982.72,372910.22,135.99619,74.94201,2552.00,5,0
117,199446.22,170507.09,370445.63,135.99652,74.94202,2552.00,4,0
118,199908.09,170031.48,367981.03,135.99652,74.94202,2552.00,4,0
119,200369.98,169555.86,365516.41,135.99356,74.94203,2552.00,7,0
120,200831.86,169080.25,363051.81,135.99652,74.94202,2552.00,7,0
121,201293.75,168604.63,360587.22,135.99652,74.94202,2552.00,10,0
122,201755.63,168129.02,358122.63,135.99652,74.94202,2552.00,6,0
123,202217.52,167653.39,355658.03,135.99652,74.94202,2552.00,8,0
124,202679.39,167177.78,353193.41,135.99619,74.94201,2552.00,2,0
125,203141.28,166702.16,350728.81,135.99652,74.94202,2552.00,2,0
126,203603.17,166226.55,348264.22,135.9973,74.94201,2552.00,4,0
127,204065.05,165750.94,345799.63,135.99652,74.94202,2552.00,2,0
128,204526.94,165275.31,343335.03,135.99652,74.94202,2552.00,4,0
129,204988.81,164799.70,340870.44,135.99652,74.94202,2552.00,4,0
130,205450.70,164324.08,338405.81,135.99431,74.94202,2552.00,3,0
131,205912.58,163848.47,335941.22,135.9973,74.94201,2552.00,5,0
132,206374.47,163372.84,333476.63,135.99652,74.94202,2552.00,2,0
133,206836.34,162897.23,331012.03,135.99652,74.94202,2552.00,8,0
134,207298.23,162421.61,328547.44,135.99652,74.94202,2552.00,4,0
135,207760.11,161946.00,326082.81,135.99652,74.94202,2552.00,4,0
136,208222.00,161470.38,323618.22,135.99652,74.94202,2552.00,2,0
137,208683.89,160994.77,321153.63,135.99652,74.94202,2552.00,4,0
138,209145.77,160519.16,318689.03,135.99652,74.94202,2552.00,2,0
139,209607.66,160043.53,316224.44,135.99652,74.94202,2552.00,2,0
140,210069.53,159567.92,313759.81,135.99356,74.94203,2552.00,9,0
141,210531.42,159092.30,311295.22,135.99356,74.94203,2552.00,4,0
142,210993.30,158616.69,308830.63,135.99652,74.94202,2552.00,5,0
143,211455.19,158141.06,306366.03,135.99652,74.94202,2552.00,4,0
144,211917.06,157665.45,303901.44,135.9973,74.94201,2552.00,10,0
145,212378.95,157189.83,301436.84,135.99652,74.94202,2552.00,4,0
146,212840.83,156714.22,298972.22,135.99652,74.94202,2552.00,6,0
147,213302.72,156238.61,296507.63,135.99652,74.94202,2552.00,8,0
148,213764.61,155762.98,294043.03,135.99652,74.94202,2552.00,8,0
149,214226.48,155287.38,291578.44,135.99652,74.94202,2552.00,2,0
150,214688.38,154811.75,289113.84,135.99356,74.94203,2552.00,7,0
151,215150.25,154336.14,286649.22,135.99652,74.94202,2552.00,7,0
152,215612.14,153860.52,284184.63,135.99652,74.94202,2552.00,2,0
153,216074.02,153384.91,281720.03,135.99652,74.94202,2552.00,10,0
154,216535.91,152909.28,279255.44,135.99356,74.94203,2552.00,11,0
155,216997.78,152433.67,276790.84,135.99652,74.94202,2552.00,5,0
156,217459.67,151958.05,274326.22,135.99983,74.94205,2552.00,5,0
157,217974.28,151428.80,271883.66,135.9067,72.83431,2552.00,30,11
158,218500.31,150889.73,269445.63,135.81674,72.83436,2552.00,30,0
159,219027.28,150351.61,267007.56,135.72481,72.83443,2552.00,30,0
160,219555.20,149814.41,264569.53,135.63472,72.83436,2552.00,30,0
161,220084.09,149278.17,262131.47,135.54428,72.83437,2552.00,30,0
162,220613.94,148742.88,259693.42,135.45403,72.83421,2552.00,30,0
163,221144.78,148208.55,257255.38,135.35852,72.83431,2552.00,30,0
164,221676.55,147675.16,254817.09,135.27359,72.83428,2552.00,30,0
165,222209.22,147142.67,252378.58,134.71234,72.83426,2552.00,30,0
166,222742.81,146611.08,249940.08,134.62193,72.83431,2552.00,30,0
167,223277.41,146080.52,247501.58,134.53076,72.83426,2552.00,30,0
168,223812.92,145550.91,245063.06,134.43883,72.83443,2552.00,30,0
169,224349.39,145022.22,242624.56,134.34944,72.83429,2552.00,30,0
170,224886.36,144493.95,240186.05,134.33264,72.834335,2552.00,5,0
171,225423.31,143965.70,237747.55,134.33264,72.834335,2552.00,0,0
172,225960.33,143437.59,235309.03,134.31946,72.8342,2552.00,4,0
173,226497.73,142909.80,232870.53,134.3019,72.83423,2552.00,6,0
174,227035.16,142382.13,230432.02,134.28758,72.83447,2552.00,5,0
175,227572.58,141854.78,227993.52,134.28758,72.83447,2552.00,0,0
176,228109.98,141327.44,225555.02,134.28758,72.83447,2552.00,0,0
177,228647.41,140800.09,223116.50,134.28758,72.83447,2552.00,0,0
178,229184.81,140272.75,220678.00,134.28758,72.83447,2552.00,0,0
179,229722.23,139745.41,218239.48,134.28758,72.83447,2552.00,0,0
180,230259.64,139218.06,215800.98,134.28758,72.83447,2552.00,0,0
181,230797.06,138690.72,213362.47,134.28758,72.83447,2552.00,0,0
182,231334.47,138163.38,210923.97,134.28758,72.83447,2552.00,0,0
183,231871.89,137636.03,208485.45,134.28758,72.83447,2552.00,0,0
184,232409.30,137108.69,206046.95,134.28758,72.83447,2552.00,0,0
185,232946.72,136581.34,203608.44,134.28758,72.83447,2552.00,0,0
186,233484.13,136054.00,201169.94,134.28758,72.83447,2552.00,0,0
187,234021.55,135526.66,198731.44,134.28758,72.83447,2552.00,0,0
188,234558.95,134999.31,196292.92,134.28758,72.83447,2552.00,0,0
189,235096.38,134471.97,193854.42,134.28758,72.83447,2552.00,0,0
190,235633.78,133944.63,191415.91,134.28758,72.83447,2552.00,0,0
191,236171.20,133417.28,188977.41,134.28758,72.83447,2552.00,0,0
192,236708.63,132889.94,186538.89,134.28758,72.83447,2552.00,0,0
193,237246.03,132362.59,184100.39,134.28758,72.83447,2552.00,0,0
194,237783.45,131835.25,181661.88,134.28758,72.83447,2552.00,0,0
195,238320.86,131307.91,179223.38,134.28758,72.83447,2552.00,0,0
196,238858.28,130780.56,176784.86,134.28758,72.83447,2552.00,0,0
197,239395.69,130253.22,174346.36,134.28758,72.83447,2552.00,0,0
198,239933.11,129725.88,171907.86,134.28758,72.83447,2552.00,0,0
199,240470.52,129198.53,169469.34,134.28758,72.83447,2552.00,0,0
