时间点,开关,偏航角偏移量,俯仰角偏移量,信号特征,置信度
39,On,0.0,0.0,'Fussy',0.07745009
40,On,0.0,0.0,'Fussy',0.07745009
41,On,0.0,0.0,'Fussy',0.07745009
42,On,0.0,0.0,'Fussy',0.07745009
43,On,0.0,0.0,'Fussy',0.07745009
44,On,0.0,0.0,'Fussy',0.07745009
45,On,0.0,0.0,'Fussy',0.07745009
46,On,0.0,0.0,'Fussy',0.07745009
47,On,0.0,0.0,'Fussy',0.07745009
48,On,0.0,0.0,'Fussy',0.07745009
49,On,0.0,0.0,'Fussy',0.07745009
50,On,0.0,0.0,'Fussy',0.07745009
51,On,0.0,8.892181,'Fussy',0.11847585
52,On,0.0,19.021034,'Fussy',0.045760393
53,On,4.574665,15.724205,'Fussy',0.13049534
54,On,0.0,0.0,'Fussy',0.19244295
55,On,0.0,0.0,'Fussy',0.07492989
56,On,0.0,0.0,'Fussy',0.17568576
57,On,0.0,0.0,'Fussy',0.17568576
58,On,0.0,0.0,'Fussy',0.17568576
59,On,0.0,0.0,'Fussy',0.17568576
60,On,0.0,0.0,'Fussy',0.17568576
61,On,0.0,0.0,'Fussy',0.17568576
62,On,0.0,0.0,'Fussy',0.17568576
63,On,0.0,0.0,'Fussy',0.17568576
64,On,0.0,0.0,'Fussy',0.17568576
65,On,0.0,0.0,'Fussy',0.17568576
66,On,0.0,0.0,'Fussy',0.17568576
67,On,0.0,0.0,'Fussy',0.17568576
68,On,0.0,5.993889,'Fussy',0.08864249
69,On,17.100262,4.811924,'Fussy',0.036708035
70,On,0.0,14.467661,'Fussy',0.12608097
71,On,2.5224838,0.0,'Fussy',0.068183
72,On,0.0,0.0,'Fussy',0.09829024
73,On,0.0,2.0984135,'Fussy',0.02736609
74,On,2.1172237,14.879019,'Fussy',0.14346448
75,On,0.0,0.0,'Fussy',0.0030768753
76,On,0.0,2.1986523,'Fussy',0.034529757
77,On,4.040327,0.0,'Fussy',0.16023141
78,On,2.9636478,9.416969,'Fussy',0.117563166
79,On,8.387306,0.0,'Fussy',0.10534519
80,On,0.69343853,0.0,'Fussy',0.0409271
81,On,10.7866955,0.0,'Fussy',0.13991879
82,On,8.455341,15.255684,'Fussy',0.045004476
83,On,11.586918,7.9369793,'Fussy',0.18579437
84,On,0.0,0.0,'Fussy',0.16726299
85,On,6.638962,0.0,'Fussy',0.08748453
86,On,7.17292,4.7200413,'Fussy',0.0017520785
87,On,0.0,13.395092,'Fussy',0.074574664
88,On,0.0,7.008047,'Fussy',0.17607145
89,On,9.306717,0.0,'Fussy',0.16164815
90,On,0.0,15.709528,'Fussy',0.10189857
91,On,0.0,3.7134972,'Fussy',0.027922763
92,On,16.077206,10.542007,'Fussy',0.14211495
93,On,0.0,5.458212,'Fussy',0.101877406
94,On,8.93487,0.29143238,'Fussy',0.12339027
95,On,0.0,0.0,'Fussy',0.053180624
96,On,5.471615,0.0,'Fussy',0.12342917
97,On,5.5110607,1.6303501,'Fussy',0.056801833
98,On,0.0,0.0,'Fussy',0.014605201
99,On,8.208063,5.142126,'Fussy',0.056173768
100,On,0.0,3.9968815,'Fussy',0.05600032
101,On,13.354208,0.0,'Fussy',0.030994987
102,On,4.7862644,3.8522587,'Fussy',0.07076465
103,On,0.0,0.0,'Fussy',0.048321106
104,On,12.704668,8.524464,'Fussy',0.17528853
105,On,0.65435505,5.1723785,'Fussy',0.10795237
106,On,17.105858,0.0,'Fussy',0.075161636
107,On,9.905035,9.947109,'Fussy',0.17265156
108,On,13.347311,0.0,'Fussy',0.17734888
109,On,1.7992287,0.0,'Fussy',0.08728693
110,On,0.0,13.305443,'Fussy',0.17248994
111,On,0.0,2.7040157,'Fussy',0.016850412
112,On,0.0,0.0,'Fussy',0.1527641
113,On,18.156624,15.3141,'Fussy',0.11933737
114,On,7.123932,3.5858421,'Fussy',0.012380349
115,On,5.2665443,2.3085709,'Fussy',0.11056157
116,On,0.0,13.521997,'Fussy',0.13240519
117,On,0.0,7.2962723,'Fussy',0.19947998
118,On,14.619644,7.241646,'Fussy',0.049697746
119,On,0.0,9.665916,'Fussy',0.17080995
120,On,0.0,0.0,'Fussy',0.12146701
121,On,0.0,11.055191,'Fussy',0.17577524
122,On,0.0,0.0,'Fussy',0.0902017
123,On,2.4315472,0.0,'Fussy',0.11534232
124,On,0.0,6.385147,'Fussy',0.03544854
125,On,10.052187,3.7243252,'Fussy',0.16485879
126,On,16.098309,13.99843,'Fussy',0.14867392
127,On,6.3649635,5.449669,'Fussy',0.14504527
128,On,0.0,0.0,'Fussy',0.12880246
129,On,11.9799,11.22858,'Fussy',0.1092748
130,On,11.146299,12.594488,'Fussy',0.06129655
131,On,7.738886,3.1292229,'Fussy',0.07389442
132,On,15.208567,0.0,'Fussy',0.18577874
133,On,11.5577545,0.0,'Fussy',0.051192522
134,On,1.6921673,0.0,'Fussy',0.031526115
135,On,0.37332344,0.0,'Fussy',0.11300304
136,On,15.941153,7.6440144,'Fussy',0.15732186
137,On,0.0,10.492123,'Fussy',0.05846399
138,On,4.9658546,0.0,'Fussy',0.15242662
139,On,0.0,12.12447,'Fussy',0.08352708
140,On,17.390018,0.0,'Fussy',0.13341467
141,On,1.3301029,0.0,'Fussy',0.09446897
142,On,5.78932,0.0,'Fussy',0.14875232
143,On,12.3393345,6.200817,'Fussy',0.015081513
144,On,15.250526,1.7783222,'Fussy',0.06453383
145,On,3.9086552,0.0,'Fussy',0.15772194
146,On,0.0,0.0,'Fussy',0.026233757
147,On,3.0108318,0.0,'Fussy',0.08993697
148,On,18.166992,8.047787,'Fussy',0.13830423
149,On,13.142544,0.0,'Fussy',0.074729085
150,On,4.8712187,1.5183954,'Destroyer0',0.35762015
151,On,4.945696,1.5411657,'Destroyer0',0.4543386
152,On,5.0195785,1.8520291,'Destroyer0',0.45627096
153,On,5.0940843,1.5878226,'Destroyer0',0.41097873
154,On,5.17165,1.6122837,'Destroyer0',0.4932508
155,On,20.151611,10.335453,'Fussy',0.19315903
156,On,0.0,0.018742561,'Fussy',0.047821283
157,On,0.0,6.392071,'Fussy',0.14980806
158,On,9.998312,6.6882153,'Fussy',0.046894815
159,On,7.758518,13.75367,'Fussy',0.034172155
160,On,0.0,0.0,'Fussy',0.11119332
161,On,18.38953,0.0,'Fussy',0.075285256
162,On,3.3815308,10.147968,'Fussy',0.14475024
163,On,0.0,8.316042,'Fussy',0.009000838
164,On,8.169184,0.24856758,'Fussy',0.035140384
