时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
57,72796.18,297645.72,296136.97,135.25478,44.71777,2552.00,9,1
58,74071.66,296369.47,294332.16,135.25476,45.005684,2552.00,0,1
59,75346.99,295093.22,292527.34,135.25914,45.005684,2552.00,1,0
60,76615.91,293823.09,290713.38,135.25912,45.293602,2552.00,0,1
61,77891.24,292546.84,288908.56,135.25914,45.005684,2552.00,0,1
62,79160.16,291276.69,287094.59,135.25912,45.293602,2552.00,0,1
63,80422.68,290013.28,285272.09,135.25911,45.581516,2552.00,0,1
64,81685.19,288749.84,283449.59,135.2547,45.581528,2552.00,1,0
65,82947.70,287486.41,281627.06,135.25911,45.581516,2552.00,1,0
66,84216.63,286216.28,279813.13,135.25912,45.293602,2552.00,0,1
67,85485.70,284946.13,277999.16,135.25473,45.29361,2552.00,1,0
68,86821.17,283612.16,276283.22,134.69284,39.53722,2552.00,20,20
69,88152.80,282286.56,274557.88,134.60501,45.29649,2552.00,20,20
70,89378.60,281066.25,272681.63,134.69028,47.599537,2552.00,20,14
71,90658.49,279787.50,270882.69,135.25638,43.280758,2552.00,20,19
72,91930.97,278511.75,269075.59,135.34552,45.58469,2552.00,20,18
73,93205.87,277233.75,267271.69,135.25674,45.00867,2552.00,20,8
74,94482.66,275958.31,265467.34,134.6944,45.008488,2552.00,20,2
75,95759.39,274682.78,263663.00,135.25468,44.720974,2552.00,20,1
76,97034.63,273406.94,261857.73,134.75774,45.297016,2552.00,5,2
77,98311.09,272130.66,260053.83,134.7606,45.009125,2552.00,3,5
78,99587.18,270854.66,258249.48,135.24881,44.720974,2552.00,5,1
79,100862.92,269578.84,256444.67,135.24878,45.008884,2552.00,4,1
80,102138.93,268302.59,254640.31,134.74213,45.00868,2552.00,7,2
81,103415.20,267026.63,252835.97,135.24571,44.720974,2552.00,6,1
82,104691.16,265750.59,251031.61,135.24597,44.72097,2552.00,2,2
83,105966.52,264475.00,249226.34,134.75313,45.29658,2552.00,4,2
84,107243.06,263198.63,247422.45,135.24979,44.721584,2552.00,5,4
85,108519.18,261922.55,245618.11,134.76042,44.72224,2552.00,5,2
86,109794.63,260647.22,243812.83,135.24516,45.297203,2552.00,4,2
87,111070.90,259370.78,242008.94,135.24878,45.009743,2552.00,3,5
88,112346.94,258094.61,240204.59,134.7437,44.72224,2552.00,7,1
89,113622.91,256818.94,238399.78,135.25311,45.009502,2552.00,8,1
90,114898.90,255542.73,236595.42,134.75131,45.009968,2552.00,6,2
91,116175.14,254266.75,234791.08,135.24417,44.721806,2552.00,4,1
92,117450.59,252991.14,232985.81,135.2444,45.297638,2552.00,2,2
93,118727.02,251714.59,231181.92,134.75162,44.721813,2552.00,4,4
94,120003.24,250438.58,229377.56,135.24446,44.721806,2552.00,4,2
95,121278.71,249162.98,227572.30,134.76025,45.297638,2552.00,2,2
96,122555.13,247886.66,225768.41,135.24446,44.72202,2552.00,2,4
97,123830.91,246610.86,223963.59,135.24416,45.00994,2552.00,6,1
98,125106.98,245334.69,222159.23,134.76001,45.01018,2552.00,4,2
99,126383.09,244058.61,220354.89,134.76009,44.722027,2552.00,4,1
100,127658.91,242782.75,218550.08,134.75131,45.00994,2552.00,6,1
101,128935.15,241506.77,216745.73,135.24878,45.00996,2552.00,5,2
102,130211.13,240230.53,214941.38,134.75597,44.721806,2552.00,4,1
103,131487.03,238954.84,213136.56,135.24876,45.009724,2552.00,4,1
104,132763.02,237678.63,211332.22,134.75594,45.009968,2552.00,4,2
105,134039.27,236402.66,209527.86,135.2401,44.7218,2552.00,2,1
106,135315.02,235126.83,207723.05,135.24442,45.00972,2552.00,3,1
107,136591.00,233850.59,205918.70,134.75594,45.009968,2552.00,3,2
108,137867.25,232574.63,204114.34,135.2401,44.7218,2552.00,2,1
109,139142.91,231298.70,202309.55,134.7603,45.009727,2552.00,1,1
110,140419.02,230022.61,200505.19,134.76028,45.00996,2552.00,2,2
111,141695.23,228746.61,198700.84,135.24881,44.721813,2552.00,3,1
112,142970.92,227470.72,196896.03,134.75159,45.009724,2552.00,5,1
113,144247.16,226194.75,195091.67,135.24084,45.009956,2552.00,3,2
114,145523.14,224918.52,193287.33,134.75597,44.721806,2552.00,4,1
115,146799.05,223642.84,191482.52,135.24876,45.009724,2552.00,4,1
116,148075.03,222366.61,189678.16,134.75594,45.009968,2552.00,4,2
117,149351.27,221090.64,187873.81,135.2401,44.7218,2552.00,2,1
118,150627.03,219814.81,186069.00,135.24442,45.00972,2552.00,3,1
119,151903.02,218538.59,184264.66,134.75594,45.009968,2552.00,3,2
120,153179.27,217262.63,182460.30,135.2401,44.7218,2552.00,2,1
121,154454.91,215986.69,180655.48,134.7603,45.009727,2552.00,1,1
122,155731.03,214710.61,178851.14,134.76028,45.00996,2552.00,2,2
123,157007.25,213434.59,177046.78,135.24881,44.721813,2552.00,3,1
124,158282.92,212158.70,175241.97,134.75159,45.009724,2552.00,5,1
125,159559.17,210882.73,173437.63,135.24084,45.009956,2552.00,3,2
126,160835.16,209606.50,171633.27,134.75597,44.721806,2552.00,4,1
127,162111.05,208330.83,169828.45,135.24876,45.009724,2552.00,4,1
128,163387.05,207054.59,168024.11,134.75594,45.009968,2552.00,4,2
129,164663.28,205778.63,166219.75,135.2401,44.7218,2552.00,2,1
130,165939.05,204502.81,164414.95,135.24442,45.00972,2552.00,3,1
131,167215.03,203226.58,162610.59,134.75594,45.009968,2552.00,3,2
132,168491.27,201950.61,160806.25,135.2401,44.7218,2552.00,2,1
133,169766.92,200674.69,159001.44,134.7603,45.009727,2552.00,1,1
134,171043.05,199398.59,157197.08,134.76028,45.00996,2552.00,2,2
135,172319.27,198122.59,155392.73,135.24881,44.721813,2552.00,3,1
136,173594.94,196846.69,153587.92,134.75159,45.009724,2552.00,5,1
137,174871.19,195570.72,151783.56,135.24084,45.009956,2552.00,3,2
138,176147.17,194294.50,149979.22,134.75597,44.721806,2552.00,4,1
139,177423.06,193018.81,148174.41,135.24876,45.009724,2552.00,4,1
140,178699.05,191742.58,146370.06,134.75594,45.009968,2552.00,4,2
141,179975.30,190466.61,144565.70,135.2401,44.7218,2552.00,2,1
142,181251.05,189190.80,142760.89,135.24442,45.00972,2552.00,3,1
143,182527.03,187914.56,140956.55,134.75594,45.009968,2552.00,3,2
144,183803.28,186638.59,139152.19,135.2401,44.7218,2552.00,2,1
145,185078.94,185362.67,137347.38,134.7603,45.009727,2552.00,1,1
146,186355.06,184086.58,135543.03,134.76028,45.00996,2552.00,2,2
147,187631.27,182810.58,133738.67,135.24881,44.721813,2552.00,3,1
148,188906.95,181534.69,131933.88,134.75159,45.009724,2552.00,5,1
149,190183.20,180258.72,130129.52,135.24084,45.009956,2552.00,3,2
150,191459.19,178982.48,128325.16,134.75597,44.721806,2552.00,4,1
151,192735.09,177706.81,126520.35,135.24481,45.00972,2552.00,3,1
152,194011.06,176430.58,124715.99,134.76028,45.009655,2552.00,2,2
153,195287.30,175154.59,122911.63,135.24446,44.721806,2552.00,2,1
154,196562.94,173878.66,121106.83,134.7603,45.009727,2552.00,2,1
155,197839.16,172602.66,119302.47,135.24876,45.009655,2552.00,3,2
156,199115.14,171326.44,117498.11,134.75597,44.721806,2552.00,4,1
157,200391.00,170050.72,115693.30,135.24046,45.009716,2552.00,4,1
158,201667.02,168774.52,113888.94,134.75197,45.009655,2552.00,3,2
159,202943.28,167498.56,112084.58,134.76118,44.721806,2552.00,2,1
160,204219.34,166222.41,110280.22,135.24483,44.721806,2552.00,2,2
161,205494.70,164946.84,108474.96,134.75157,45.297638,2552.00,4,2
162,206771.27,163670.55,106671.05,135.24088,44.721806,2552.00,3,4
163,208047.25,162394.31,104866.70,134.75636,44.721813,2552.00,2,2
164,209322.86,161118.98,103061.43,135.24043,45.297638,2552.00,2,2
