时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
54,68989.22,301458.91,301524.44,134.7547,45.001144,2552.00,0,0
55,70265.31,300183.25,299719.63,134.7547,45.001144,2552.00,0,0
56,71541.95,298904.69,297917.13,135.31119,45.000843,2552.00,19,10
57,72809.65,297633.34,296103.75,135.31114,45.288765,2552.00,0,1
58,74077.34,296361.97,294290.41,135.31114,45.288765,2552.00,0,0
59,75345.05,295090.59,292477.06,135.31114,45.288765,2552.00,0,0
60,76612.75,293819.25,290663.69,135.31114,45.288765,2552.00,0,0
61,77913.40,292517.28,288895.81,134.74687,43.84915,2552.00,20,15
62,79191.24,291242.59,287091.63,134.65929,45.000847,2552.00,20,14
63,80470.96,289970.38,285286.81,134.58066,45.00162,2552.00,20,0
64,81750.41,288697.84,283482.00,134.66628,45.0015,2552.00,20,0
65,83027.65,287423.16,281677.19,134.75305,45.00146,2552.00,20,0
66,84303.05,286145.97,279872.84,135.3138,45.00131,2552.00,20,2
67,85576.57,284867.56,278068.03,135.34828,45.00068,2552.00,10,0
68,86850.89,283589.91,276263.22,135.26146,45.001686,2552.00,20,0
69,88127.73,282314.19,274458.88,134.7038,45.001274,2552.00,19,2
70,89404.74,281039.34,272654.06,134.7473,45.000587,2552.00,10,0
71,90680.95,279763.06,270849.69,135.26096,45.001266,2552.00,9,2
72,91956.70,278486.81,269044.91,134.74681,45.00146,2552.00,11,0
73,93232.84,277211.03,267240.09,135.24356,45.001247,2552.00,5,0
74,94509.04,275934.59,265435.72,134.75523,45.001472,2552.00,5,2
75,95785.05,274658.66,263630.91,134.76134,45.001247,2552.00,3,0
76,97061.14,273382.75,261826.11,134.75293,45.000805,2552.00,2,0
77,98337.45,272106.59,260021.77,135.25433,45.001247,2552.00,6,2
78,99613.21,270830.34,258216.95,134.76187,45.001675,2552.00,4,0
79,100889.59,269554.06,256412.59,134.7464,45.0017,2552.00,6,2
80,102165.73,268278.31,254608.03,135.24782,45.00059,2552.00,6,0
81,103441.59,267002.06,252803.53,135.23914,45.00146,2552.00,2,0
82,104717.65,265726.06,250999.03,134.7464,45.00102,2552.00,4,0
83,105993.78,264450.28,249194.52,135.25267,45.001247,2552.00,7,0
84,107269.45,263174.03,247390.02,135.23914,45.00146,2552.00,3,0
85,108545.54,261898.02,245585.52,134.73769,45.000805,2552.00,6,0
86,109821.88,260622.25,243781.00,135.24782,45.00059,2552.00,8,0
87,111097.67,259346.02,241976.50,135.24425,45.001247,2552.00,1,0
88,112373.69,258069.92,240172.00,134.7464,45.00102,2552.00,5,0
89,113649.88,256794.16,238367.50,135.2486,45.000805,2552.00,6,0
90,114925.70,255517.95,236562.98,134.7602,45.001247,2552.00,3,0
91,116201.80,254242.02,234758.48,134.75993,45.001244,2552.00,2,0
92,117477.88,252966.08,232953.98,135.23962,45.00124,2552.00,1,0
93,118753.80,251690.11,231149.47,135.24397,45.001247,2552.00,1,0
94,120029.71,250414.09,229344.97,135.23962,45.00124,2552.00,3,0
95,121305.75,249138.16,227540.47,134.75993,45.001244,2552.00,1,0
96,122581.64,247862.08,225735.97,135.2486,45.001244,2552.00,3,0
97,123857.52,246585.97,223931.45,134.75069,45.001247,2552.00,5,0
98,125133.64,245310.22,222126.95,135.24672,45.00125,2552.00,5,0
99,126409.45,244034.25,220322.45,135.24239,45.001247,2552.00,3,0
100,127685.38,242758.31,218517.94,134.75835,45.001015,2552.00,2,0
101,128961.37,241482.38,216713.44,134.75835,45.001015,2552.00,2,0
102,130237.30,240206.44,214908.94,135.23804,45.001026,2552.00,1,0
103,131513.27,238930.52,213104.44,134.75835,45.001015,2552.00,3,0
104,132789.20,237654.58,211299.92,135.23804,45.001026,2552.00,3,0
105,134065.45,236378.31,209495.88,135.23804,45.001263,2552.00,4,2
106,135341.41,235102.38,207691.38,134.75835,45.001015,2552.00,1,0
107,136617.34,233826.44,205886.88,135.23804,45.001026,2552.00,1,0
108,137893.28,232550.48,204082.36,134.75835,45.001015,2552.00,1,0
109,139169.22,231274.55,202277.86,134.75835,45.001015,2552.00,2,0
110,140445.16,229998.61,200473.36,134.75835,45.001015,2552.00,2,0
111,141721.09,228722.67,198668.86,135.23804,45.001026,2552.00,1,0
112,142997.05,227446.73,196864.34,135.23804,45.001026,2552.00,2,0
113,144272.98,226170.80,195059.84,135.23804,45.001026,2552.00,2,0
114,145548.92,224894.86,193255.34,134.75835,45.001015,2552.00,1,0
115,146824.86,223618.91,191450.84,134.75835,45.001015,2552.00,2,0
116,148101.13,222342.66,189646.80,134.75835,45.001263,2552.00,4,2
117,149377.06,221066.72,187842.28,134.75835,45.001015,2552.00,0,0
118,150653.00,219790.77,186037.78,134.75835,45.001015,2552.00,0,0
119,151928.94,218514.83,184233.28,134.75835,45.001015,2552.00,0,0
120,153204.88,217238.89,182428.77,135.23804,45.001026,2552.00,1,0
121,154480.81,215962.95,180624.27,135.23804,45.001026,2552.00,2,0
122,155756.77,214687.02,178819.77,135.23804,45.001026,2552.00,2,0
123,157032.70,213411.08,177015.27,134.75835,45.001015,2552.00,1,0
124,158308.64,212135.13,175210.75,134.75835,45.001015,2552.00,2,0
125,159584.58,210859.19,173406.25,134.75835,45.001015,2552.00,4,0
126,160860.84,209582.94,171602.20,135.23804,45.001263,2552.00,1,2
127,162136.78,208306.98,169797.70,134.75835,45.001015,2552.00,3,0
128,163412.72,207031.05,167993.19,134.75835,45.001015,2552.00,2,0
129,164688.66,205755.11,166188.69,134.75835,45.001015,2552.00,0,0
130,165964.59,204479.17,164384.19,134.75835,45.001015,2552.00,2,0
131,167240.55,203203.23,162579.69,134.75835,45.001015,2552.00,0,0
132,168516.48,201927.30,160775.17,134.75835,45.001015,2552.00,2,0
133,169792.42,200651.36,158970.67,134.75835,45.001015,2552.00,0,0
134,171068.36,199375.41,157166.17,134.75835,45.001015,2552.00,0,0
135,172344.30,198099.47,155361.66,134.75835,45.001015,2552.00,0,0
136,173620.23,196823.53,153557.16,134.75835,45.001015,2552.00,0,0
137,174896.50,195547.27,151753.11,134.75835,45.001263,2552.00,0,2
138,176172.44,194271.33,149948.61,135.23804,45.001026,2552.00,1,0
139,177448.38,192995.39,148144.11,135.23804,45.001026,2552.00,2,0
140,178724.31,191719.45,146339.59,134.75835,45.001015,2552.00,3,0
141,180000.27,190443.52,144535.09,134.75835,45.001015,2552.00,0,0
142,181276.20,189167.58,142730.59,135.23804,45.001026,2552.00,1,0
143,182552.14,187891.63,140926.09,135.23804,45.001026,2552.00,2,0
144,183828.08,186615.69,139121.58,134.75835,45.001015,2552.00,1,0
145,185104.02,185339.75,137317.08,134.75835,45.001015,2552.00,2,0
146,186379.95,184063.81,135512.58,135.23804,45.001026,2552.00,1,0
147,187656.22,182787.55,133708.53,135.23804,45.001263,2552.00,4,2
148,188932.16,181511.61,131904.02,135.23804,45.001026,2552.00,0,0
149,190208.09,180235.67,130099.52,134.75835,45.001015,2552.00,1,0
150,191484.05,178959.73,128295.02,135.23804,45.001026,2552.00,1,0
151,192759.98,177683.80,126490.51,134.76231,45.001026,2552.00,0,0
152,194035.92,176407.86,124686.01,134.75797,45.001015,2552.00,1,0
153,195311.86,175131.91,122881.50,134.76231,45.001026,2552.00,3,0
154,196587.80,173855.97,121076.99,134.76231,45.001026,2552.00,2,0
155,197863.73,172580.03,119272.49,134.76231,45.001026,2552.00,0,0
156,199139.67,171304.09,117467.98,134.76231,45.001026,2552.00,2,0
157,200415.94,170027.83,115663.93,134.76231,45.00095,2552.00,2,2
158,201691.88,168751.89,113859.43,135.24202,45.00103,2552.00,1,0
159,202967.81,167475.95,112054.92,135.24202,45.00103,2552.00,0,0
160,204243.77,166200.02,110250.42,134.76231,45.001026,2552.00,1,0
161,205519.70,164924.08,108445.91,134.75797,45.001015,2552.00,1,0
162,206795.64,163648.13,106641.41,134.76231,45.001026,2552.00,1,0
163,208071.58,162372.19,104836.91,134.76231,45.001026,2552.00,2,0
164,209347.52,161096.25,103032.40,134.75797,45.001015,2552.00,1,0
