时间点,经度,纬度,高度,偏航角,俯仰角,速度,偏航控制,俯仰控制
56,71543.76,298907.25,297912.50,134.75908,45.000805,2552.00,2,0
57,72820.09,297630.97,296108.16,135.23877,45.001266,2552.00,5,2
58,74096.19,296355.34,294303.34,134.75902,45.001266,2552.00,1,0
59,75372.27,295079.72,292498.53,134.75902,45.001266,2552.00,0,0
60,76648.37,293804.06,290693.72,134.75902,45.001266,2552.00,0,0
61,77924.46,292528.44,288888.91,134.75902,45.001266,2552.00,0,0
62,79200.55,291252.81,287084.09,134.75902,45.001266,2552.00,0,0
63,80476.65,289977.19,285279.31,134.75902,45.001266,2552.00,0,0
64,81752.74,288701.53,283474.50,134.75902,45.001266,2552.00,0,0
65,83028.83,287425.91,281669.69,134.75902,45.001266,2552.00,0,0
66,84304.92,286150.28,279864.88,134.75902,45.001266,2552.00,0,0
67,85581.02,284874.63,278060.06,134.75902,45.001266,2552.00,0,0
68,86857.88,283595.69,276258.00,135.31049,45.001507,2552.00,20,12
69,88132.48,282318.28,274453.19,135.27188,45.001034,2552.00,9,0
70,89408.51,281042.38,272648.38,134.72862,45.00081,2552.00,16,0
71,90685.06,279766.31,270844.03,135.25153,45.001266,2552.00,11,2
72,91960.86,278490.09,269039.22,135.23848,45.001682,2552.00,3,0
73,93236.95,277214.16,267234.41,134.75064,45.00146,2552.00,3,0
74,94513.23,275937.94,265430.06,135.24309,45.001484,2552.00,4,2
75,95789.16,274661.91,263625.25,134.7551,45.00146,2552.00,3,0
76,97065.48,273385.63,261820.89,135.24066,45.001472,2552.00,2,2
77,98341.46,272109.47,260016.08,134.7528,45.001682,2552.00,3,0
78,99617.59,270833.63,258211.27,134.7615,45.000805,2552.00,2,0
79,100893.58,269557.50,256406.47,134.7528,45.001682,2552.00,4,0
80,102169.63,268281.53,254601.89,135.23875,45.00146,2552.00,2,0
81,103445.56,267005.44,252797.39,134.75908,45.000805,2552.00,5,0
82,104721.60,265729.56,250992.89,134.75471,45.00124,2552.00,5,0
83,105997.93,264453.28,249188.84,135.23877,45.001266,2552.00,4,2
84,107273.93,263177.25,247384.34,134.75908,45.000805,2552.00,5,0
85,108549.91,261901.42,245579.83,135.25613,45.000813,2552.00,5,0
86,109825.51,260625.25,243775.33,134.75908,45.000805,2552.00,5,0
87,111101.62,259349.61,241970.83,134.75471,45.00124,2552.00,3,0
88,112377.61,258073.80,240166.33,135.25154,45.001247,2552.00,5,0
89,113653.45,256797.61,238361.81,134.7583,45.001675,2552.00,4,0
90,114929.51,255521.80,236557.31,134.7616,45.00102,2552.00,3,0
91,116205.39,254245.77,234752.81,135.25024,45.001026,2552.00,3,0
92,117481.30,252969.70,232948.30,134.74802,45.001015,2552.00,6,0
93,118757.45,251693.84,231143.80,135.2397,45.00102,2552.00,4,0
94,120033.34,250417.78,229339.30,135.2397,45.00102,2552.00,4,0
95,121309.30,249141.84,227534.80,134.76003,45.001026,2552.00,1,0
96,122585.34,247865.88,225730.28,135.24405,45.00102,2552.00,2,0
97,123861.35,246589.89,223925.78,134.76003,45.001026,2552.00,2,0
98,125137.39,245313.92,222121.28,135.24405,45.00102,2552.00,2,0
99,126413.20,244037.72,220316.77,135.2397,45.00102,2552.00,3,0
100,127689.29,242761.78,218512.27,134.7554,45.001015,2552.00,2,0
101,128965.27,241485.84,216707.77,135.2397,45.00102,2552.00,4,0
102,130241.53,240209.58,214903.72,135.23972,45.001263,2552.00,2,2
103,131517.50,238933.64,213099.22,134.75568,45.00101,2552.00,8,0
104,132793.44,237657.70,211294.70,134.76003,45.001026,2552.00,3,0
105,134069.38,236381.77,209490.20,135.2397,45.00102,2552.00,3,0
106,135345.33,235105.81,207685.70,135.2397,45.00102,2552.00,2,0
107,136621.27,233829.88,205881.19,134.76003,45.001026,2552.00,1,0
108,137897.20,232553.94,204076.69,135.2397,45.00102,2552.00,1,0
109,139173.14,231278.00,202272.19,135.2397,45.00102,2552.00,2,0
110,140449.08,230002.06,200467.69,134.76003,45.001026,2552.00,1,0
111,141725.02,228726.13,198663.17,135.23976,45.001026,2552.00,3,0
112,143001.28,227449.86,196859.13,135.23972,45.001263,2552.00,0,2
113,144277.22,226173.92,195054.63,135.2397,45.00102,2552.00,0,0
114,145553.16,224897.98,193250.13,135.2397,45.00102,2552.00,4,0
115,146829.09,223622.05,191445.63,135.2397,45.00102,2552.00,2,0
116,148105.05,222346.09,189641.11,135.2397,45.00102,2552.00,2,0
117,149380.98,221070.16,187836.61,135.2397,45.00102,2552.00,2,0
118,150656.92,219794.22,186032.11,134.76003,45.001026,2552.00,1,0
119,151932.86,218518.28,184227.59,135.2397,45.00102,2552.00,3,0
120,153208.80,217242.34,182423.09,135.2397,45.00102,2552.00,4,0
121,154484.73,215966.41,180618.59,134.76003,45.001026,2552.00,5,0
122,155760.69,214690.45,178814.09,135.2397,45.00102,2552.00,1,0
123,157036.94,213414.20,177010.05,135.23972,45.001263,2552.00,2,2
124,158312.88,212138.27,175205.53,135.2397,45.00102,2552.00,0,0
125,159588.83,210862.31,173401.03,134.76003,45.001026,2552.00,1,0
126,160864.77,209586.38,171596.53,134.76003,45.001026,2552.00,2,0
127,162140.70,208310.44,169792.02,135.2397,45.00102,2552.00,1,0
128,163416.64,207034.50,167987.52,134.76003,45.001026,2552.00,1,0
129,164692.58,205758.56,166183.02,135.2397,45.00102,2552.00,1,0
130,165968.52,204482.63,164378.52,135.2397,45.00102,2552.00,2,0
131,167244.47,203206.69,162574.00,134.76003,45.001026,2552.00,1,0
132,168520.41,201930.73,160769.50,135.2397,45.00102,2552.00,1,0
133,169796.34,200654.80,158965.00,135.2397,45.00102,2552.00,2,0
134,171072.59,199378.55,157160.95,135.23972,45.001263,2552.00,2,2
135,172348.55,198102.59,155356.44,134.76003,45.001026,2552.00,1,0
136,173624.48,196826.66,153551.94,135.2397,45.00102,2552.00,1,0
137,174900.42,195550.72,151747.44,135.2397,45.00102,2552.00,2,0
138,176176.36,194274.78,149942.94,135.2397,45.00102,2552.00,2,0
139,177452.30,192998.84,148138.42,134.76003,45.001026,2552.00,1,0
140,178728.23,191722.91,146333.92,134.76003,45.001026,2552.00,0,0
141,180004.19,190446.94,144529.42,135.24405,45.00102,2552.00,2,0
142,181280.13,189170.98,142724.92,135.2397,45.00102,2552.00,3,0
143,182556.06,187895.05,140920.41,134.76003,45.001026,2552.00,3,0
144,183832.33,186618.80,139116.36,134.76003,45.001263,2552.00,2,2
145,185108.27,185342.84,137311.86,134.76003,45.001026,2552.00,4,0
146,186384.20,184066.91,135507.36,135.2397,45.00102,2552.00,3,0
147,187660.14,182790.97,133702.84,135.2397,45.00102,2552.00,0,0
148,188936.08,181515.03,131898.34,134.76003,45.001026,2552.00,1,0
149,190212.02,180239.09,130093.84,135.2397,45.00102,2552.00,3,0
150,191487.95,178963.16,128289.34,135.2397,45.00102,2552.00,2,0
151,192763.91,177687.20,126484.84,134.76003,45.001026,2552.00,1,0
152,194039.84,176411.27,124680.33,134.76003,45.001026,2552.00,4,0
153,195315.78,175135.33,122875.82,135.23976,45.001026,2552.00,5,0
154,196591.72,173859.39,121071.32,134.76003,45.001026,2552.00,1,0
155,197867.98,172583.13,119267.27,134.76003,45.00095,2552.00,2,2
156,199143.92,171307.19,117462.76,135.2397,45.00102,2552.00,1,0
157,200419.86,170031.25,115658.26,134.76003,45.001026,2552.00,3,0
158,201695.80,168755.31,113853.75,135.2397,45.00102,2552.00,1,0
159,202971.73,167479.38,112049.25,135.2397,45.00102,2552.00,0,0
160,204247.69,166203.44,110244.74,134.76003,45.001026,2552.00,3,0
161,205523.63,164927.48,108440.24,135.23976,45.001026,2552.00,3,0
162,206799.56,163651.55,106635.73,135.2397,45.00102,2552.00,2,0
163,208075.50,162375.61,104831.23,134.76003,45.001026,2552.00,3,0
164,209351.77,161099.34,103027.18,135.23972,45.000957,2552.00,1,2
